city,year,make,model,trim,odometer,fuel,trans,rto,price,segment,seller_type,locality,pincode,age,avg_km_per_year,usage_category,price_per_year,locality_density,make_model_trim_combo,popularity_score,make_model_year_avg_price,price_deviation_pct
bangalore,2016.0,mahindra,tuv300,t8,76127.0,diesel,manual,ka-02,557000.0,mass market,direct seller,bellahalli,560066.0,10.0,7612.7,low,55700.0,15091,mahindra_tuv300_t8,85,536281.71,3.86
bangalore,2013.0,honda,amaze,1.2l i-vtec vx,81718.0,petrol,manual,ka-05,347948.0,mass market,direct seller,bellahalli,560066.0,13.0,6286.0,low,26765.23,15091,honda_amaze_1.2l i-vtec vx,433,319170.8,9.02
bangalore,2010.0,hyundai,i10,era 1.1,81267.0,petrol,manual,ka-01,181877.0,mass market,direct seller,bellahalli,560066.0,16.0,5079.19,low,11367.31,15091,hyundai_i10_era 1.1,617,188798.98,-3.67
bangalore,2022.0,hyundai,aura,s 1.2 crdi,106695.0,diesel,manual,ka-35,580000.0,mass market,direct seller,bellahalli,560064.0,4.0,26673.75,very high,145000.0,15091,hyundai_aura_s 1.2 crdi,54,600190.5,-3.36
bangalore,2017.0,renault,duster,rxs cvt,45823.0,petrol,automatic,ka-53,636000.0,mass market,direct seller,bellahalli,560066.0,9.0,5091.44,low,70666.67,15091,renault_duster_rxs cvt,585,560115.83,13.55
bangalore,2018.0,hyundai,elite i20,asta 1.2,59192.0,petrol,manual,ka-19,569000.0,mass market,direct seller,bellahalli,560064.0,8.0,7399.0,low,71125.0,15091,hyundai_elite i20_asta 1.2,866,556265.69,2.29
bangalore,2018.0,maruti suzuki,dzire,vxi amt,24626.0,petrol,automatic,ka-04,590000.0,mass market,direct seller,bellahalli,560066.0,8.0,3078.25,low,73750.0,15091,maruti suzuki_dzire_vxi amt,372,522123.93,13.0
bangalore,2011.0,hyundai,i20,asta 1.4 at,120420.0,petrol,automatic,ka-05,194000.0,mass market,direct seller,bellahalli,560066.0,15.0,8028.0,medium,12933.33,15091,hyundai_i20_asta 1.4 at,397,227664.95,-14.79
bangalore,2022.0,hyundai,grand i10 nios,asta 1.2 kappa vtvt,22715.0,petrol,manual,wb-26,507000.0,mass market,direct seller,vega city mall,560076.0,4.0,5678.75,low,126750.0,1492,hyundai_grand i10 nios_asta 1.2 kappa vtvt,248,601992.62,-15.78
bangalore,2010.0,maruti suzuki,zen estilo,vxi,53317.0,petrol,manual,tn-07,150000.0,mass market,direct seller,vega city mall,560076.0,16.0,3332.31,low,9375.0,1492,maruti suzuki_zen estilo_vxi,20,146875.0,2.13
bangalore,2010.0,maruti suzuki,swift dzire,vdi,113883.0,diesel,manual,ka-51,221000.0,mass market,direct seller,bellahalli,560066.0,16.0,7117.69,low,13812.5,15091,maruti suzuki_swift dzire_vdi,361,221000.0,0.0
bangalore,2009.0,hyundai,i10,asta 1.2 at sunroof,68318.0,petrol,automatic,ka-29,188000.0,mass market,direct seller,vega city mall,560066.0,17.0,4018.71,low,11058.82,1492,hyundai_i10_asta 1.2 at sunroof,617,166545.45,12.88
bangalore,2011.0,hyundai,i10,era 1.1,153470.0,petrol,manual,ka-01,145000.0,mass market,direct seller,bellahalli,560066.0,15.0,10231.33,medium,9666.67,15091,hyundai_i10_era 1.1,617,200786.33,-27.78
bangalore,2013.0,toyota,etios liva,gd,131262.0,diesel,manual,ka-05,360000.0,mass market,direct seller,bellahalli,560066.0,13.0,10097.08,medium,27692.31,15091,toyota_etios liva_gd,46,329307.69,9.32
bangalore,2013.0,hyundai,i10,sportz 1.2 at,46846.0,petrol,automatic,ka-03,282628.0,mass market,direct seller,bellahalli,560066.0,13.0,3603.54,low,21740.62,15091,hyundai_i10_sportz 1.2 at,617,263030.29,7.45
bangalore,2013.0,honda,brio,s mt,84236.0,petrol,manual,ka-02,250000.0,mass market,direct seller,bellahalli,560066.0,13.0,6479.69,low,19230.77,15091,honda_brio_s mt,237,260483.27,-4.02
bangalore,2016.0,honda,city,1.5l i-vtec vx cvt,77131.0,petrol,automatic,ka-01,650000.0,mass market,direct seller,bellahalli,560066.0,10.0,7713.1,low,65000.0,15091,honda_city_1.5l i-vtec vx cvt,966,532866.9,21.98
bangalore,2013.0,maruti suzuki,ertiga,vdi,140802.0,diesel,manual,ka-52,520000.0,mass market,direct seller,hunasamaranahalli,560066.0,13.0,10830.92,medium,40000.0,1028,maruti suzuki_ertiga_vdi,397,503885.71,3.2
bangalore,2018.0,maruti suzuki,dzire,vxi amt,39186.0,petrol,automatic,ka-01,545000.0,mass market,direct seller,bellahalli,560066.0,8.0,4898.25,low,68125.0,15091,maruti suzuki_dzire_vxi amt,372,522123.93,4.38
bangalore,2022.0,maruti suzuki,alto,vxi plus,9144.0,petrol,manual,ka-02,410000.0,mass market,direct seller,bellahalli,560066.0,4.0,2286.0,low,102500.0,15091,maruti suzuki_alto_vxi plus,155,372735.28,10.0
bangalore,2012.0,chevrolet,spark,lt 1.0,95710.0,petrol,manual,ka-20,124000.0,mass market,direct seller,bellahalli,560064.0,14.0,6836.43,low,8857.14,15091,chevrolet_spark_lt 1.0,6,130000.0,-4.62
bangalore,2022.0,tata,nexon,xm sunroof petrol,53068.0,petrol,manual,ka-05,710000.0,mass market,direct seller,bellahalli,560066.0,4.0,13267.0,medium,177500.0,15091,tata_nexon_xm sunroof petrol,764,843586.63,-15.84
bangalore,2011.0,nissan,micra,xv premium diesel,103936.0,diesel,manual,ka-02,216000.0,mass market,direct seller,bellahalli,560066.0,15.0,6929.07,low,14400.0,15091,nissan_micra_xv premium diesel,168,205000.0,5.37
bangalore,2017.0,tata,tiago,xz petrol,53987.0,petrol,manual,ka-41,390000.0,mass market,direct seller,bellahalli,560066.0,9.0,5998.56,low,43333.33,15091,tata_tiago_xz petrol,544,380075.09,2.61
bangalore,2014.0,maruti suzuki,swift dzire,vxi,53012.0,petrol,manual,rj-14,330000.0,mass market,direct seller,atco sapphire vinayaka nagar,unknown,12.0,4417.67,low,27500.0,5,maruti suzuki_swift dzire_vxi,361,384993.14,-14.28
bangalore,2020.0,hyundai,aura,sx 1.2 (o),43402.0,petrol,manual,ka-05,630000.0,mass market,direct seller,bellahalli,560066.0,6.0,7233.67,low,105000.0,15091,hyundai_aura_sx 1.2 (o),54,503979.67,25.01
bangalore,2019.0,hyundai,grand i10 nios,sportz amt 1.2 kappa vtvt,34098.0,petrol,automatic,ka-04,530000.0,mass market,direct seller,bellahalli,560066.0,7.0,4871.14,low,75714.29,15091,hyundai_grand i10 nios_sportz amt 1.2 kappa vtvt,248,527000.0,0.57
bangalore,2016.0,maruti suzuki,baleno,delta petrol 1.2,126170.0,petrol,manual,ka-51,440000.0,mass market,direct seller,bellahalli,560066.0,10.0,12617.0,medium,44000.0,15091,maruti suzuki_baleno_delta petrol 1.2,1056,487305.46,-9.71
bangalore,2025.0,renault,kwid,climber mt 1.0,2533.0,cng,manual,ka-01,600000.0,mass market,direct seller,bellahalli,560066.0,1.0,2533.0,low,600000.0,15091,renault_kwid_climber mt 1.0,1138,506201.55,18.53
bangalore,2015.0,maruti suzuki,alto k10,vxi amt,61716.0,petrol,automatic,ka-04,350000.0,mass market,direct seller,bellahalli,560066.0,11.0,5610.55,low,31818.18,15091,maruti suzuki_alto k10_vxi amt,655,263027.73,33.07
bangalore,2022.0,tata,punch,adventure mt,29434.0,petrol,manual,py-05,586000.0,mass market,direct seller,bommasandra,560066.0,4.0,7358.5,low,146500.0,23,tata_punch_adventure mt,206,629083.26,-6.85
bangalore,2018.0,renault,duster,rxs cvt,72909.0,petrol,automatic,ka-51,543000.0,mass market,direct seller,bellahalli,560066.0,8.0,9113.62,medium,67875.0,15091,renault_duster_rxs cvt,585,565093.68,-3.91
bangalore,2020.0,tata,tiago,xz plus petrol,115829.0,petrol,manual,ka-17,522000.0,mass market,direct seller,hunasamaranahalli,562157.0,6.0,19304.83,high,87000.0,1028,tata_tiago_xz plus petrol,544,464914.67,12.28
bangalore,2009.0,maruti suzuki,alto,lxi,32647.0,petrol,manual,ka-05,183000.0,mass market,direct seller,bellahalli,560066.0,17.0,1920.41,low,10764.71,15091,maruti suzuki_alto_lxi,155,177500.0,3.1
bangalore,2017.0,honda,city,1.5l i-vtec v mt,81520.0,petrol,manual,rj-13,491000.0,mass market,direct seller,krishnarajapuram,560036.0,9.0,9057.78,medium,54555.56,117,honda_city_1.5l i-vtec v mt,966,632563.74,-22.38
bangalore,2020.0,maruti suzuki,eeco,7 str,51761.0,cng,manual,ka-50,470000.0,mass market,direct seller,bellahalli,560064.0,6.0,8626.83,medium,78333.33,15091,maruti suzuki_eeco_7 str,164,422800.22,11.16
bangalore,2022.0,maruti suzuki,new wagon-r,zxi plus 1.2,24975.0,petrol,manual,wb-08,450000.0,mass market,direct seller,mysore road,560039.0,4.0,6243.75,low,112500.0,428,maruti suzuki_new wagon-r_zxi plus 1.2,116,497066.85,-9.47
bangalore,2020.0,tata,nexon,xz plus petrol sunroof,42700.0,petrol,manual,ka-53,783000.0,mass market,direct seller,bellahalli,560066.0,6.0,7116.67,low,130500.0,15091,tata_nexon_xz plus petrol sunroof,764,719817.83,8.78
bangalore,2013.0,honda,brio,s mt,61896.0,petrol,manual,ka-03,247000.0,mass market,direct seller,bellahalli,560066.0,13.0,4761.23,low,19000.0,15091,honda_brio_s mt,237,260483.27,-5.18
bangalore,2020.0,maruti suzuki,swift,zxi amt,211193.0,petrol,automatic,ka-03,522199.0,mass market,direct seller,bellahalli,560066.0,6.0,35198.83,very high,87033.17,15091,maruti suzuki_swift_zxi amt,1070,582766.76,-10.39
bangalore,2021.0,maruti suzuki,swift,vxi,49536.0,petrol,manual,ka-05,610000.0,mass market,direct seller,bellahalli,560066.0,5.0,9907.2,medium,122000.0,15091,maruti suzuki_swift_vxi,1070,596765.72,2.22
bangalore,2018.0,hyundai,elite i20,sportz 1.2,59620.0,petrol,manual,ka-41,588000.0,mass market,direct seller,bellahalli,560066.0,8.0,7452.5,low,73500.0,15091,hyundai_elite i20_sportz 1.2,866,556265.69,5.7
bangalore,2016.0,hyundai,elite i20,asta 1.2,47406.0,petrol,manual,ka-01,535000.0,mass market,direct seller,bellahalli,560066.0,10.0,4740.6,low,53500.0,15091,hyundai_elite i20_asta 1.2,866,484737.67,10.37
bangalore,2014.0,hyundai,grand i10,magna 1.2 kappa vtvt,71217.0,petrol,manual,ka-05,328000.0,mass market,direct seller,bellahalli,560066.0,12.0,5934.75,low,27333.33,15091,hyundai_grand i10_magna 1.2 kappa vtvt,1056,328459.81,-0.14
bangalore,2018.0,maruti suzuki,dzire,zxi,27353.0,petrol,manual,tn-10,560000.0,mass market,direct seller,vajarahalli,560066.0,8.0,3419.12,low,70000.0,16,maruti suzuki_dzire_zxi,372,522123.93,7.25
bangalore,2010.0,hyundai,i10,sportz 1.2 at,82247.0,petrol,automatic,ka-53,177800.0,mass market,direct seller,bellahalli,560066.0,16.0,5140.44,low,11112.5,15091,hyundai_i10_sportz 1.2 at,617,188798.98,-5.83
bangalore,2023.0,tata,punch,creative  amt,8630.0,petrol,automatic,ka-03,850000.0,mass market,direct seller,bellahalli,560066.0,3.0,2876.67,low,283333.33,15091,tata_punch_creative  amt,206,699596.7,21.5
bangalore,2008.0,maruti suzuki,alto,lxi,49423.0,petrol,manual,ka-03,155000.0,mass market,direct seller,bellahalli,560066.0,18.0,2745.72,low,8611.11,15091,maruti suzuki_alto_lxi,155,150651.59,2.89
bangalore,2015.0,hyundai,grand i10,sportz 1.2 kappa vtvt,38000.0,petrol,manual,ka-06,400000.0,mass market,direct seller,bellahalli,560064.0,11.0,3454.55,low,36363.64,15091,hyundai_grand i10_sportz 1.2 kappa vtvt,1056,365538.18,9.43
bangalore,2016.0,ford,ecosport,titanium+ 1.5l diesel,112504.0,diesel,manual,ka-51,689000.0,mass market,direct seller,bellahalli,560066.0,10.0,11250.4,medium,68900.0,15091,ford_ecosport_titanium+ 1.5l diesel,540,499817.5,37.85
bangalore,2014.0,ford,ecosport,titanium 1.5l diesel,88493.0,diesel,manual,ka-01,454000.0,mass market,direct seller,bellahalli,560066.0,12.0,7374.42,low,37833.33,15091,ford_ecosport_titanium 1.5l diesel,540,418441.75,8.5
bangalore,2019.0,tata,nexon,xz plus petrol,56484.0,petrol,manual,ka-03,640000.0,mass market,direct seller,bellahalli,560066.0,7.0,8069.14,medium,91428.57,15091,tata_nexon_xz plus petrol,764,632694.35,1.15
bangalore,2015.0,mahindra,xuv500,w6,102059.0,diesel,manual,ka-02,635000.0,mass market,direct seller,bellahalli,560066.0,11.0,9278.09,medium,57727.27,15091,mahindra_xuv500_w6,490,726537.88,-12.6
bangalore,2024.0,maruti suzuki,new wagon-r,vxi 1.0,18549.0,petrol,manual,ka-05,531705.0,mass market,direct seller,bellahalli,560066.0,2.0,9274.5,medium,265852.5,15091,maruti suzuki_new wagon-r_vxi 1.0,116,596558.57,-10.87
bangalore,2011.0,mahindra,verito,1.5 d4 bs iii,131132.0,diesel,manual,ap-03,100000.0,mass market,direct seller,banaswadi,unknown,15.0,8742.13,medium,6666.67,13,mahindra_verito_1.5 d4 bs iii,10,147500.0,-32.2
bangalore,2013.0,honda,amaze,1.5l i-dtec s,98557.0,diesel,manual,ka-03,386000.0,mass market,direct seller,bellahalli,560066.0,13.0,7581.31,low,29692.31,15091,honda_amaze_1.5l i-dtec s,433,319170.8,20.94
bangalore,2013.0,maruti suzuki,swift dzire,zdi,53427.0,diesel,manual,ka-41,500000.0,mass market,direct seller,bellahalli,560066.0,13.0,4109.77,low,38461.54,15091,maruti suzuki_swift dzire_zdi,361,350713.22,42.57
bangalore,2009.0,maruti suzuki,wagon r duo,duo lxi lpg,107533.0,petrol,manual,ka-03,150000.0,mass market,direct seller,bellahalli,560066.0,17.0,6325.47,low,8823.53,15091,maruti suzuki_wagon r duo_duo lxi lpg,23,150000.0,0.0
bangalore,2009.0,hyundai,santro xing,gls,84931.0,petrol,manual,ka-03,150000.0,mass market,direct seller,bellahalli,560066.0,17.0,4995.94,low,8823.53,15091,hyundai_santro xing_gls,148,170000.0,-11.76
bangalore,2020.0,renault,triber,rxz amt,72824.0,petrol,automatic,ka-41,500000.0,mass market,direct seller,bellahalli,560066.0,6.0,12137.33,medium,83333.33,15091,renault_triber_rxz amt,207,531060.04,-5.85
bangalore,2012.0,tata,indica vista,lx tdi,114122.0,diesel,manual,ka-16,128000.0,mass market,direct seller,bellahalli,560066.0,14.0,8151.57,medium,9142.86,15091,tata_indica vista_lx tdi,18,128000.0,0.0
bangalore,2016.0,maruti suzuki,celerio,zxi amt,69039.0,petrol,automatic,ka-01,350000.0,mass market,direct seller,bellahalli,560066.0,10.0,6903.9,low,35000.0,15091,maruti suzuki_celerio_zxi amt,692,330335.64,5.95
bangalore,2022.0,maruti suzuki,new wagon-r,zxi plus 1.2,39206.0,petrol,manual,ka-51,550000.0,mass market,direct seller,bellahalli,560066.0,4.0,9801.5,medium,137500.0,15091,maruti suzuki_new wagon-r_zxi plus 1.2,116,497066.85,10.65
bangalore,2011.0,maruti suzuki,alto k10,vxi,110000.0,petrol,manual,ka-04,177000.0,mass market,direct seller,bellahalli,560066.0,15.0,7333.33,low,11800.0,15091,maruti suzuki_alto k10_vxi,655,160689.96,10.15
bangalore,2015.0,mahindra,xuv500,w10,85050.0,diesel,manual,ka-05,747000.0,mass market,direct seller,bellahalli,560066.0,11.0,7731.82,low,67909.09,15091,mahindra_xuv500_w10,490,726537.88,2.82
bangalore,2021.0,maruti suzuki,ignis,zeta 1.2 amt,13155.0,petrol,automatic,ka-50,625000.0,mass market,direct seller,bellahalli,560064.0,5.0,2631.0,low,125000.0,15091,maruti suzuki_ignis_zeta 1.2 amt,107,509731.58,22.61
bangalore,2024.0,maruti suzuki,baleno,zeta 1.2 ags,13658.0,petrol,automatic,ka-04,780000.0,mass market,direct seller,bellahalli,560066.0,2.0,6829.0,low,390000.0,15091,maruti suzuki_baleno_zeta 1.2 ags,1056,802091.11,-2.75
bangalore,2008.0,hyundai,getz prime,1.1 gvs,97963.0,petrol,manual,ka-05,101000.0,mass market,direct seller,bellahalli,560066.0,18.0,5442.39,low,5611.11,15091,hyundai_getz prime_1.1 gvs,10,105500.0,-4.27
bangalore,2018.0,tata,nexon,xz plus petrol,75494.0,petrol,manual,ka-41,600000.0,mass market,direct seller,bellahalli,560066.0,8.0,9436.75,medium,75000.0,15091,tata_nexon_xz plus petrol,764,560070.57,7.13
bangalore,2017.0,maruti suzuki,ciaz,delta 1.4 mt petrol,86362.0,petrol,manual,kl-57,494000.0,mass market,direct seller,abhigare jalahalli,unknown,9.0,9595.78,medium,54888.89,5,maruti suzuki_ciaz_delta 1.4 mt petrol,534,537876.96,-8.16
bangalore,2024.0,maruti suzuki,swift,vxi amt,32588.0,petrol,automatic,ka-51,770000.0,mass market,direct seller,bellahalli,560066.0,2.0,16294.0,high,385000.0,15091,maruti suzuki_swift_vxi amt,1070,745192.79,3.33
bangalore,2019.0,renault,kwid,rxt 1.0 amt (o),43587.0,petrol,automatic,ka-04,365000.0,mass market,direct seller,bellahalli,560066.0,7.0,6226.71,low,52142.86,15091,renault_kwid_rxt 1.0 amt (o),1138,318731.17,14.52
bangalore,2021.0,renault,kwid,rxl 1.0 amt,43114.0,petrol,automatic,tn-58,387000.0,mass market,direct seller,tangamanal nagar madurai,unknown,5.0,8622.8,medium,77400.0,5,renault_kwid_rxl 1.0 amt,1138,386097.05,0.23
bangalore,2010.0,tata,indigo cs,lx tdi,183552.0,diesel,manual,ka-03,83000.0,mass market,direct seller,bellahalli,560066.0,16.0,11472.0,medium,5187.5,15091,tata_indigo cs_lx tdi,5,83000.0,0.0
bangalore,2015.0,skoda,rapid,1.5 tdi cr elegance at,110759.0,diesel,automatic,ka-01,470000.0,mass market,direct seller,bellahalli,560066.0,11.0,10069.0,medium,42727.27,15091,skoda_rapid_1.5 tdi cr elegance at,292,372392.31,26.21
bangalore,2024.0,maruti suzuki,baleno,zeta petrol 1.2,23665.0,petrol,manual,ka-42,790000.0,mass market,direct seller,gandhi nagar,560009.0,2.0,11832.5,medium,395000.0,749,maruti suzuki_baleno_zeta petrol 1.2,1056,802091.11,-1.51
bangalore,2008.0,ford,fiesta,exi 1.4 diesel,165624.0,diesel,manual,ka-03,155000.0,mass market,direct seller,bellahalli,560066.0,18.0,9201.33,medium,8611.11,15091,ford_fiesta_exi 1.4 diesel,42,140500.0,10.32
bangalore,2014.0,tata,zest,xt petrol,89049.0,petrol,manual,ka-41,290000.0,mass market,direct seller,bellahalli,560066.0,12.0,7420.75,low,24166.67,15091,tata_zest_xt petrol,139,293801.71,-1.29
bangalore,2021.0,maruti suzuki,ignis,sigma 1.2,4666.0,petrol,manual,ka-05,520000.0,mass market,direct seller,bellahalli,560066.0,5.0,933.2,low,104000.0,15091,maruti suzuki_ignis_sigma 1.2,107,509731.58,2.01
bangalore,2011.0,skoda,fabia,ambition 1.2 tdi,109899.0,diesel,manual,ka-03,180000.0,mass market,direct seller,bellahalli,560066.0,15.0,7326.6,low,12000.0,15091,skoda_fabia_ambition 1.2 tdi,73,170767.86,5.41
bangalore,2008.0,maruti suzuki,swift dzire,vxi 1.3,89619.0,petrol,manual,ka-04,191000.0,mass market,direct seller,bellahalli,560066.0,18.0,4978.83,low,10611.11,15091,maruti suzuki_swift dzire_vxi 1.3,361,215500.0,-11.37
bangalore,2017.0,honda,br-v,1.5l i-vtec s,58943.0,petrol,manual,ka-03,690000.0,mass market,direct seller,bellahalli,560066.0,9.0,6549.22,low,76666.67,15091,honda_br-v_1.5l i-vtec s,48,632441.69,9.1
bangalore,2019.0,honda,civic,1.8l i-vtec zx cvt,93634.0,cng,automatic,ka-53,1230000.0,mass market,direct seller,bellahalli,560066.0,7.0,13376.29,medium,175714.29,15091,honda_civic_1.8l i-vtec zx cvt,38,1258837.71,-2.29
bangalore,2022.0,renault,kwid,climber amt 1.0,10840.0,petrol,automatic,ka-02,534000.0,mass market,direct seller,bellahalli,560066.0,4.0,2710.0,low,133500.0,15091,renault_kwid_climber amt 1.0,1138,436847.34,22.24
bangalore,2006.0,hyundai,accent,crdi,172453.0,diesel,manual,ka-41,150000.0,mass market,direct seller,bellahalli,560066.0,20.0,8622.65,medium,7500.0,15091,hyundai_accent_crdi,16,150000.0,0.0
bangalore,2014.0,volkswagen,vento,highline diesel 1.6,126255.0,diesel,manual,ka-05,460000.0,mass market,direct seller,bellahalli,560066.0,12.0,10521.25,medium,38333.33,15091,volkswagen_vento_highline diesel 1.6,341,361982.63,27.08
bangalore,2012.0,maruti suzuki,ritz,vxi,51925.0,petrol,manual,ka-50,294000.0,mass market,direct seller,bellahalli,560064.0,14.0,3708.93,low,21000.0,15091,maruti suzuki_ritz_vxi,150,282705.88,4.0
bangalore,2023.0,maruti suzuki,alto k10,vxi plus,2811.0,petrol,manual,ka-02,500000.0,mass market,direct seller,bellahalli,560066.0,3.0,937.0,low,166666.67,15091,maruti suzuki_alto k10_vxi plus,655,464684.85,7.6
bangalore,2011.0,hyundai,i10,magna 1.2,75952.0,petrol,manual,ka-03,205000.0,mass market,direct seller,bellahalli,560066.0,15.0,5063.47,low,13666.67,15091,hyundai_i10_magna 1.2,617,200786.33,2.1
bangalore,2015.0,maruti suzuki,swift dzire,vxi,93370.0,petrol,manual,ka-51,422000.0,mass market,direct seller,bellahalli,560066.0,11.0,8488.18,medium,38363.64,15091,maruti suzuki_swift dzire_vxi,361,445173.59,-5.21
bangalore,2006.0,honda,city,1.5l exi,104751.0,petrol,manual,ka-05,185000.0,mass market,direct seller,bellahalli,560066.0,20.0,5237.55,low,9250.0,15091,honda_city_1.5l exi,966,185000.0,0.0
bangalore,2016.0,toyota,etios,vx-d,114642.0,diesel,manual,ka-50,630000.0,mass market,direct seller,bellahalli,560064.0,10.0,11464.2,medium,63000.0,15091,toyota_etios_vx-d,64,618750.0,1.82
bangalore,2010.0,maruti suzuki,swift,vxi,91473.0,petrol,manual,tn-20,175000.0,mass market,direct seller,rk hegde nagar,unknown,16.0,5717.06,low,10937.5,16,maruti suzuki_swift_vxi,1070,208258.31,-15.97
bangalore,2016.0,maruti suzuki,celerio,vxi amt (o),133438.0,petrol,automatic,ka-51,296000.0,mass market,direct seller,bellahalli,560066.0,10.0,13343.8,medium,29600.0,15091,maruti suzuki_celerio_vxi amt (o),692,330335.64,-10.39
bangalore,2013.0,hyundai,i10,sportz 1.2,118071.0,petrol,manual,ka-04,270000.0,mass market,direct seller,bellahalli,560066.0,13.0,9082.38,medium,20769.23,15091,hyundai_i10_sportz 1.2,617,263030.29,2.65
bangalore,2006.0,ford,fusion,1.6 petrol,154224.0,petrol,manual,ka-09,123917.0,mass market,direct seller,vega city mall,560066.0,20.0,7711.2,low,6195.85,1492,ford_fusion_1.6 petrol,5,123917.0,0.0
bangalore,2018.0,renault,kwid,rxt 1.0 (o),19710.0,petrol,manual,ts-07,306000.0,mass market,direct seller,devin paradise enclave nagareshwara nagenahalli,560024.0,8.0,2463.75,low,38250.0,33,renault_kwid_rxt 1.0 (o),1138,299285.16,2.24
bangalore,2021.0,maruti suzuki,swift,vxi,25505.0,petrol,manual,ka-03,600000.0,mass market,direct seller,bellahalli,560066.0,5.0,5101.0,low,120000.0,15091,maruti suzuki_swift_vxi,1070,596765.72,0.54
bangalore,2013.0,volkswagen,vento,highline diesel 1.6,156395.0,diesel,manual,ka-04,350000.0,mass market,direct seller,bellahalli,560066.0,13.0,12030.38,medium,26923.08,15091,volkswagen_vento_highline diesel 1.6,341,349540.54,0.13
bangalore,2018.0,mahindra,marazzo,m6 7 str,83000.0,diesel,manual,ka-05,775000.0,mass market,direct seller,bellahalli,560066.0,8.0,10375.0,medium,96875.0,15091,mahindra_marazzo_m6 7 str,30,717080.6,8.08
bangalore,2022.0,hyundai,creta,sx (o) ivt 1.5 petrol,21312.0,petrol,automatic,ka-03,1656000.0,mass market,direct seller,bellahalli,560066.0,4.0,5328.0,low,414000.0,15091,hyundai_creta_sx (o) ivt 1.5 petrol,1190,1354328.42,22.27
bangalore,2010.0,maruti suzuki,ritz,zxi,96071.0,petrol,manual,ka-03,230000.0,mass market,direct seller,bellahalli,560066.0,16.0,6004.44,low,14375.0,15091,maruti suzuki_ritz_zxi,150,202152.33,13.78
bangalore,2016.0,maruti suzuki,alto k10,vxi amt,59821.0,petrol,automatic,ka-03,296000.0,mass market,direct seller,bellahalli,560066.0,10.0,5982.1,low,29600.0,15091,maruti suzuki_alto k10_vxi amt,655,285150.56,3.8
bangalore,2011.0,tata,manza,aura abs quadrajet,86563.0,diesel,manual,ka-50,195000.0,mass market,direct seller,bellahalli,560064.0,15.0,5770.87,low,13000.0,15091,tata_manza_aura abs quadrajet,17,185416.67,5.17
bangalore,2018.0,hyundai,grand i10,magna at 1.2 kappa vtvt,85000.0,petrol,automatic,ka-36,425000.0,mass market,direct seller,gt world mall,560023.0,8.0,10625.0,medium,53125.0,772,hyundai_grand i10_magna at 1.2 kappa vtvt,1056,468708.0,-9.33
bangalore,2017.0,renault,duster,85 ps rxs sandstorm edition diesel,118409.0,diesel,manual,ka-50,610000.0,mass market,direct seller,bellahalli,560064.0,9.0,13156.56,medium,67777.78,15091,renault_duster_85 ps rxs sandstorm edition diesel,585,560115.83,8.91
bangalore,2011.0,maruti suzuki,wagon r 1.0,vxi,119012.0,petrol,manual,ka-04,220000.0,mass market,direct seller,bellahalli,560066.0,15.0,7934.13,low,14666.67,15091,maruti suzuki_wagon r 1.0_vxi,354,236918.89,-7.14
bangalore,2015.0,hyundai,grand i10,sportz 1.1 crdi,177087.0,diesel,manual,ka-41,300000.0,mass market,direct seller,bellahalli,560066.0,11.0,16098.82,high,27272.73,15091,hyundai_grand i10_sportz 1.1 crdi,1056,365538.18,-17.93
bangalore,2016.0,maruti suzuki,ertiga,zdi + shvs,137541.0,diesel,manual,ka-03,751000.0,mass market,direct seller,bellahalli,560066.0,10.0,13754.1,medium,75100.0,15091,maruti suzuki_ertiga_zdi + shvs,397,611072.55,22.9
bangalore,2017.0,ford,ecosport,titanium 1.5l diesel,68811.0,diesel,manual,ka-01,670000.0,mass market,direct seller,bellahalli,560066.0,9.0,7645.67,low,74444.44,15091,ford_ecosport_titanium 1.5l diesel,540,583650.12,14.79
bangalore,2022.0,hyundai,creta,ex 1.5 petrol,30094.0,petrol,manual,ka-05,1100000.0,mass market,direct seller,bellahalli,560066.0,4.0,7523.5,low,275000.0,15091,hyundai_creta_ex 1.5 petrol,1190,1354328.42,-18.78
bangalore,2018.0,maruti suzuki,baleno,zeta petrol 1.2,108145.0,petrol,manual,ka-05,508910.0,mass market,direct seller,bellahalli,560066.0,8.0,13518.12,medium,63613.75,15091,maruti suzuki_baleno_zeta petrol 1.2,1056,548877.24,-7.28
bangalore,2016.0,maruti suzuki,swift dzire,zdi amt,148748.0,diesel,automatic,ka-07,588000.0,mass market,direct seller,bhoruka tech park,560066.0,10.0,14874.8,medium,58800.0,1207,maruti suzuki_swift dzire_zdi amt,361,439665.69,33.74
bangalore,2021.0,tata,tiago,xz plus petrol,33231.0,petrol,manual,ka-05,500000.0,mass market,direct seller,bellahalli,560066.0,5.0,6646.2,low,100000.0,15091,tata_tiago_xz plus petrol,544,500553.15,-0.11
bangalore,2016.0,maruti suzuki,baleno,alpha petrol 1.2,113265.0,petrol,manual,ka-05,514000.0,mass market,direct seller,bellahalli,560066.0,10.0,11326.5,medium,51400.0,15091,maruti suzuki_baleno_alpha petrol 1.2,1056,487305.46,5.48
bangalore,2020.0,renault,triber,rxl amt,33995.0,petrol,automatic,ka-13,552000.0,mass market,direct seller,bellahalli,560064.0,6.0,5665.83,low,92000.0,15091,renault_triber_rxl amt,207,531060.04,3.94
