segment,seller type,certified,city,make,model,trim,odometer,fuel,trans,rto,selling price,locality,pincode,owner,color,age
Mass Market,S4,No,Bangalore,Maruti Suzuki,Dzire,VDI,162198.0,Diesel,Manual,KA-40,160000.0,nagasandra,560073.0,5.0,White,15.0
Mass Market,S4,No,Bangalore,Maruti Suzuki,Wagon R,VXI,26962.0,Petrol,Manual,KA-02,475000.0,yeshwantpura,560022.0,1.0,Blue,7.0
Mass Market,S4,No,Bangalore,Maruti Suzuki,Maruti 800,STD,80857.0,Petrol,Manual,KA-02,95000.0,yeshwantpura,560022.0,2.0,Silver,21.0
Mass Market,S4,No,Bangalore,Maruti Suzuki,Swift,VXI,15622.0,Petrol,Manual,KA-06,665000.0,magadi road tv,560091.0,1.0,Grey,2.0
Mass Market,S4,Yes,Bangalore,Maruti Suzuki,Swift,VXI,37069.0,Petrol,Manual,KA-03,650000.0,tv,560077.0,1.0,Blue,3.0
Mass Market,S4,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI,31246.0,Petrol,Manual,KA-05,350000.0,sriranga nagar,560039.0,1.0,Grey,7.0
Mass Market,S4,No,Bangalore,Maruti Suzuki,Swift,Zxi,174429.0,Petrol,Manual,KA-05,350000.0,muthasandra hosur main road tv,560099.0,1.0,White,12.0
Mass Market,S4,No,Bangalore,Maruti Suzuki,Alto 800,LXI,12758.0,Petrol,Manual,KA-25,290000.0,yeshwantpura,560022.0,1.0,Silver,11.0
Mass Market,S4,Yes,Bangalore,Maruti Suzuki,Ertiga,VXI,51697.0,Petrol,Manual,KA-04,975000.0,tv,560077.0,1.0,White,2.0
Mass Market,S4,No,Bangalore,Maruti Suzuki,Alto,STD,86685.0,Petrol,Manual,KA-47,70000.0,muthasandra hosur main road tv,560099.0,5.0,White,16.0
Mass Market,S4,No,Bangalore,Maruti Suzuki,Alto 800,LXI,104352.0,Petrol,Manual,KA-52,250000.0,nagasandra,560073.0,2.0,White,9.0
Mass Market,S4,No,Bangalore,Maruti Suzuki,Ritz,Ldi,83850.0,Diesel,Manual,KA-05,350000.0,kundalahalli,560037.0,1.0,White,10.0
Mass Market,S4,No,Bangalore,Maruti Suzuki,Swift,VXI,65466.0,Petrol,Manual,KA-03,300000.0,nagasandra,560073.0,1.0,Red,8.0
Mass Market,S4,Yes,Bangalore,Maruti Suzuki,S-Presso,VXI,3710.0,Petrol,Manual,KA-03,495000.0,yeshwantpura,560022.0,1.0,Grey,1.0
Mass Market,S4,Yes,Bangalore,Maruti Suzuki,Brezza,Zxi,23950.0,Petrol,Manual,KA-03,891000.0,marathahalli,560037.0,1.0,White,4.0
Mass Market,S4,No,Bangalore,Maruti Suzuki,Ertiga,VXI,48897.0,Petrol,Manual,KA-53,795000.0,magadi road tv,560091.0,2.0,Silver,7.0
Mass Market,S4,No,Bangalore,Maruti Suzuki,Swift,VXI,108352.0,Petrol,Manual,KA-03,160000.0,magadi road tv,560091.0,2.0,Red,18.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,NEXON,XM PETROL,58424.0,Petrol,Manual,KA-51,617034.0,bellahalli,560064.0,1.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Swift,ZXI PLUS AMT,37495.0,Petrol,Automatic,KA-41,636594.0,nexus whitefield,560066.0,1.0,Grey,6.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i20,ASTA 1.2,61766.0,Petrol,Manual,KA-05,340000.0,koramangala,560034.0,2.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,VENUE,S 1.2,28360.0,Petrol,Manual,KA-53,670000.0,yeswanthpur,560022.0,1.0,Black,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Tiago,XZA,5844.0,Petrol,Automatic,KA-51,659746.0,nexus whitefield,560066.0,1.0,Blue,1.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Baleno,ZETA PETROL 1.2,12314.0,Petrol,Manual,KA-01,716129.0,yeswanthpur,560022.0,1.0,Grey,3.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,ALTROZ,XZA PLUS,20377.0,Petrol,Automatic,KA-01,649490.0,gt world mall,560023.0,2.0,Blue,4.0
Mass Market,Direct Seller,Yes,Bangalore,Tata,NEXON,XZ PLUS DIESEL,80411.0,Diesel,Manual,KA-32,810000.0,gandhi nagar,560009.0,1.0,Grey,5.0
Mass Market,Direct Seller,Yes,Bangalore,Maruti Suzuki,Baleno,ZETA PETROL 1.2,52993.0,Petrol,Manual,KA-01,550000.0,jp nagar,560078.0,1.0,Blue,10.0
Mass Market,Direct Seller,Yes,Bangalore,Hyundai,i20,ASTA 1.2,95144.0,Petrol,Manual,KA-53,280000.0,khb colony hoskote,560066.0,1.0,Silver,14.0
Mass Market,Direct Seller,Yes,Bangalore,Hyundai,Grand i10,MAGNA 1.1 CRDI,92116.0,Diesel,Manual,KA-02,282000.0,peenya,560066.0,2.0,White,11.0
Mass Market,Direct Seller,Yes,Bangalore,Kia,CARENS,PRESTIGE 1.5 TURBO PETROL IMT 7 STR,33299.0,Petrol,Manual,KA-05,1050000.0,bhoruka tech park,560066.0,1.0,Grey,3.0
Mass Market,Direct Seller,Yes,Bangalore,MG,ASTOR,SHARP EX 1.5 MT,28793.0,Petrol,Manual,KA-05,970000.0,26 opposite avalahalli bda park,560066.0,1.0,Red,4.0
Mass Market,Direct Seller,Yes,Bangalore,Maruti Suzuki,New Wagon-R,VXI 1.0 AMT,44209.0,Petrol,Automatic,JH-01,400000.0,yelahanka,560064.0,1.0,Brown,4.0
Mass Market,Direct Seller,Yes,Bangalore,Maruti Suzuki,Baleno,ZETA PETROL 1.2,97644.0,Petrol,Manual,KA-41,550000.0,krishnagreens apartment krishnagreens apartment,560066.0,2.0,White,8.0
Mass Market,Direct Seller,Yes,Bangalore,Tata,Safari,4X2 LX DICOR,156707.0,Diesel,Manual,KA-03,220000.0,new tippasandra,560066.0,2.0,Blue,20.0
Mass Market,Direct Seller,Yes,Bangalore,Citroen,C3,FEEL 1.2,73663.0,Petrol,Manual,KA-51,480000.0,landmark roopa pr ovisional store back side,560066.0,1.0,Orange,4.0
Mass Market,Direct Seller,Yes,Bangalore,Toyota,Glanza,G,26350.0,Petrol,Manual,KA-41,710000.0,kengeri,560060.0,1.0,Red,6.0
Mass Market,Direct Seller,Yes,Bangalore,Ford,New Figo,TITANIUM1.5 DIESEL,118219.0,Diesel,Manual,KA-02,360000.0,kalkere,560066.0,1.0,Grey,11.0
Mass Market,Direct Seller,Yes,Bangalore,Toyota,Glanza,G,59253.0,Petrol,Manual,KA-51,650000.0,bilekahalli,560066.0,1.0,Blue,5.0
Mass Market,Direct Seller,Yes,Bangalore,Maruti Suzuki,Swift,VXI,50502.0,Petrol,Manual,KA-19,370000.0,hongasandra,560066.0,4.0,Grey,11.0
Mass Market,Direct Seller,Yes,Bangalore,Tata,Safari,XT PLUS,11927.0,Diesel,Manual,KA-51,1490000.0,hulimavu,560066.0,1.0,Grey,3.0
Mass Market,Direct Seller,Yes,Bangalore,Nissan,MAGNITE,XV TURBO CVT,25377.0,Petrol,Automatic,KA-05,850000.0,uttarahalli hobli,560066.0,2.0,White,4.0
Mass Market,Direct Seller,Yes,Bangalore,Maruti Suzuki,Swift,VXI,37646.0,Petrol,Manual,KA-02,615000.0,no 36 3 1 2nd floor 19th main road jc nagar kurubarahalli,560066.0,1.0,White,6.0
Mass Market,Direct Seller,Yes,Bangalore,Maruti Suzuki,Swift,ZXI,103751.0,Petrol,Manual,KA-05,590000.0,gottigere,560066.0,1.0,Blue,8.0
Mass Market,S2,Yes,Bangalore,Skoda,Kushaq,Ambition 1.0L TSI AT,23000.0,Petrol,Automatic,KA-01,1095000.0,mantri commercio,560103.0,1.0,Orange,4.0
Mass Market,S2,Yes,Bangalore,Tata,Curvv,Accomplished S 1.2 Revotron Petrol 6MT,13500.0,Petrol,Manual,KA-01,1461000.0,hunasamaranahalli,562157.0,1.0,Red,1.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Eeco,5 STR AC,27000.0,Petrol,Manual,KA-50,525000.0,nexus shanti niketan mall,560066.0,1.0,Silver,3.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Ciaz,Alpha 1.5 AT,20500.0,Petrol,Automatic,KA-51,982000.0,vega city mall,560076.0,1.0,White,3.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Ciaz,Alpha 1.5 AT,51500.0,Petrol,Automatic,KA-01,832000.0,vega city mall,560076.0,1.0,Black,4.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Baleno,Alpha 1.2 AT,51500.0,Petrol,Automatic,KA-05,594000.0,malleshwaram,560003.0,1.0,Blue,7.0
Mass Market,S2,Yes,Bangalore,Skoda,Slavia,Style 1.5L TSI DSG,35500.0,Petrol,Automatic,KA-01,1347000.0,bhoruka tech park,560066.0,1.0,White,4.0
Mass Market,S2,Yes,Bangalore,Hyundai,Exter,SX (O) Connect 1.2 AMT,35500.0,Petrol,Automatic,KA-50,813000.0,bellahalli,560064.0,1.0,Green,3.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Swift,ZXi,91500.0,Petrol,Manual,KA-05,407000.0,bhoruka tech park,560066.0,2.0,Red,12.0
Mass Market,S2,No,Bangalore,Ford,Figo,Duratorq Diesel EXI 1.4,119500.0,Diesel,Manual,KA-51,216000.0,bhoruka tech park,560066.0,2.0,Blue,13.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Celerio,VXi (O),48000.0,Petrol,Manual,KA-41,378000.0,nexus whitefield,560066.0,1.0,White,9.0
Mass Market,S2,Yes,Bangalore,Ford,EcoSport,Titanium 1.5L Ti-VCT,12500.0,Petrol,Manual,KA-05,763000.0,bhoruka tech park,560066.0,1.0,Black,7.0
Mass Market,S2,Yes,Bangalore,Hyundai,Xcent,Base 1.2,26000.0,Petrol,Manual,KA-25,391000.0,bellahalli,560064.0,2.0,White,11.0
Mass Market,S2,No,Bangalore,Ford,EcoSport,Titanium 1.5 Ti-VCT,102000.0,Petrol,Manual,KA-12,403000.0,bellahalli,560064.0,2.0,Silver,12.0
Mass Market,S2,Yes,Bangalore,Renault,Triber,RXZ,55500.0,Petrol,Manual,KA-53,593000.0,nexus whitefield,560066.0,1.0,Brown,4.0
Mass Market,S2,No,Bangalore,Hyundai,i20,Sportz 1.2,134500.0,Petrol,Manual,KA-02,286000.0,nexus whitefield,560066.0,2.0,Red,13.0
Mass Market,S2,No,Bangalore,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,92500.0,Petrol,Manual,KA-05,288000.0,bhoruka tech park,560066.0,2.0,Grey,12.0
Mass Market,S2,Yes,Bangalore,Ford,EcoSport,Titanium 1.5L TDCi,36500.0,Diesel,Manual,KA-04,804000.0,vega city mall,560076.0,2.0,White,5.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Alto K10,VXi AMT,22500.0,Petrol,Automatic,KA-53,339000.0,mysore road,560039.0,1.0,White,11.0
Mass Market,S2,No,Bangalore,Hyundai,Eon,1.0 Kappa Magna +,85500.0,Petrol,Manual,KA-04,219000.0,vega city mall,560076.0,3.0,Blue,12.0
Mass Market,S2,Yes,Bangalore,Volkswagen,Taigun,Topline 1.0 TSI MT,25500.0,Petrol,Manual,KA-53,1312000.0,hunasamaranahalli,562157.0,1.0,Red,2.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Ciaz,ZXI+ AT,103000.0,Petrol,Automatic,KA-41,573000.0,malleshwaram,560003.0,1.0,Grey,10.0
Mass Market,S2,No,Bangalore,Honda,Amaze,1.2 S i-VTEC,46500.0,Petrol,Manual,KA-02,344000.0,malleshwaram,560003.0,2.0,Bronze,12.0
Mass Market,S2,No,Bangalore,Honda,City,V CVT Petrol,100500.0,Petrol,Automatic,KA-02,613000.0,hunasamaranahalli,562157.0,1.0,Red,8.0
Mass Market,S2,Yes,Bangalore,Nissan,Magnite,XV Premium Turbo CVT,15500.0,Petrol,Automatic,KA-09,826000.0,vega city mall,560076.0,1.0,Red,4.0
Mass Market,S2,No,Bangalore,Honda,City,V,106000.0,Petrol,Manual,KA-03,445000.0,vega city mall,560076.0,1.0,Red,12.0
Mass Market,S2,No,Bangalore,Ford,Figo,Duratec Petrol ZXI 1.2,79000.0,Petrol,Manual,KA-03,216000.0,malleshwaram,560003.0,2.0,Black,14.0
Mass Market,S2,No,Bangalore,Hyundai,Venue,SX Plus 1.0 Turbo DCT,109000.0,Petrol,Automatic,KA-05,663000.0,vega city mall,560076.0,1.0,Blue,7.0
Mass Market,S2,Yes,Bangalore,Hyundai,Exter,SX (O) Connect 1.2 AMT,7500.0,Petrol,Automatic,KA-50,903000.0,hunasamaranahalli,562157.0,1.0,Green,2.0
Mass Market,S2,Yes,Bangalore,Tata,Nexon,XZ Plus,17000.0,Petrol,Manual,KA-51,894000.0,nexus shanti niketan mall,560066.0,1.0,Green,3.0
Mass Market,S2,No,Bangalore,Ford,Figo Aspire,Titanium1.5 TDCi,120500.0,Diesel,Manual,KA-02,461000.0,nexus whitefield,560066.0,1.0,White,8.0
Mass Market,S2,No,Bangalore,Hyundai,Eon,Era,37000.0,Petrol,Manual,KA-01,235000.0,bhoruka tech park,560066.0,2.0,Silver,13.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Wagon R,ZXI 1.2 AGS,28500.0,Petrol,Automatic,KA-05,567000.0,bhoruka tech park,560066.0,1.0,Silver,3.0
Mass Market,S2,No,Bangalore,Honda,WR-V,VX MT Petrol,59000.0,Petrol,Manual,KA-01,567000.0,bhoruka tech park,560066.0,1.0,Silver,8.0
Mass Market,S2,Yes,Bangalore,Hyundai,i10,Sportz 1.1 iRDE2,42000.0,Petrol,Manual,KA-01,340000.0,bhoruka tech park,560066.0,2.0,Silver,10.0
Mass Market,S2,No,Bangalore,Hyundai,Grand i10,Asta 1.2 Kappa VTVT (O),101500.0,Petrol,Manual,KA-03,340000.0,hunasamaranahalli,562157.0,2.0,Blue,12.0
Mass Market,S2,Yes,Bangalore,Kia,Seltos,GTX Plus DCT 1.4,57000.0,Petrol,Automatic,KA-50,1159000.0,mantri commercio,560103.0,1.0,White,6.0
Mass Market,S2,No,Bangalore,Hyundai,i20 Active,1.2 S,75000.0,Petrol,Manual,KA-03,416000.0,malleshwaram,560003.0,3.0,Red,10.0
Mass Market,S2,Yes,Bangalore,MG,Hector,Sharp 1.5 Petrol CVT,49500.0,Petrol,Automatic,KA-51,1268000.0,mantri commercio,560103.0,1.0,Red,3.0
Mass Market,S2,Yes,Bangalore,Ford,EcoSport,Titanium 1.5L Ti-VCT AT,47000.0,Petrol,Automatic,KA-04,591000.0,malleshwaram,560003.0,1.0,Grey,9.0
Mass Market,S2,No,Bangalore,Renault,Kwid,1.0 RXT AMT,59500.0,Petrol,Automatic,KA-04,284000.0,nexus shanti niketan mall,560066.0,2.0,Blue,9.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Eeco,5 STR AC,23500.0,Petrol,Manual,KA-02,531000.0,malleshwaram,560003.0,1.0,Silver,3.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Celerio,VXi AMT,40000.0,Petrol,Automatic,KA-03,340000.0,hunasamaranahalli,562157.0,1.0,Black,12.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Alto K10,VXi Plus AGS,12500.0,Petrol,Automatic,KA-14,490000.0,vega city mall,560076.0,1.0,White,3.0
Mass Market,S2,No,Bangalore,Hyundai,i10,Magna 1.1 iRDE2,44500.0,Petrol,Manual,KA-04,298000.0,malleshwaram,560003.0,2.0,Grey,12.0
Mass Market,S2,Yes,Bangalore,Nissan,Magnite,XV Turbo CVT,49500.0,Petrol,Automatic,KA-03,693000.0,nexus shanti niketan mall,560066.0,1.0,Silver,4.0
Mass Market,S2,No,Bangalore,Volkswagen,Polo,Comfortline 1.0L (P),46500.0,Petrol,Manual,KA-05,605000.0,whitefield,560066.0,1.0,White,7.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Alto K10,VXi (O) AMT,42000.0,Petrol,Automatic,KA-51,308000.0,nexus shanti niketan mall,560066.0,3.0,Silver,8.0
Mass Market,S2,No,Bangalore,Hyundai,Grand i10,Asta 1.2 Kappa VTVT (O),126500.0,Petrol,Manual,KA-02,274000.0,nexus shanti niketan mall,560066.0,3.0,White,12.0
Mass Market,S2,Yes,Bangalore,Skoda,Slavia,Ambition 1.0L TSI MT,37500.0,Petrol,Manual,KA-05,1008000.0,hunasamaranahalli,562157.0,1.0,Black,4.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Dzire,ZDi Plus AMT,72000.0,Diesel,Automatic,KA-01,569000.0,vega city mall,560076.0,3.0,Grey,9.0
Mass Market,S2,No,Bangalore,Tata,Tiago,Revotron XZA,31500.0,Petrol,Automatic,KA-41,391000.0,malleshwaram,560003.0,3.0,Red,8.0
Mass Market,S2,No,Bangalore,Hyundai,Xcent,S 1.2 (O),52000.0,Petrol,Manual,KA-03,388000.0,malleshwaram,560003.0,1.0,Blue,11.0
Mass Market,S2,Yes,Bangalore,Renault,Triber,RXZ EASY-R AMT,49500.0,Petrol,Automatic,KA-51,568000.0,whitefield,560066.0,1.0,White,5.0
Luxury,S2,No,Bangalore,BMW,X1,sDrive20d xLine,54000.0,Diesel,Automatic,KA-51,2328000.0,bhoruka tech park,560066.0,1.0,White,7.0
Mass Market,S2,Yes,Bangalore,Renault,Kwid,RXT 1.0 AMT,19500.0,Petrol,Automatic,KA-04,518000.0,malleshwaram,560003.0,1.0,Blue,3.0
Mass Market,S2,Yes,Bangalore,MG,Hector Plus,Smart 1.5 Petrol Turbo CVT 6-STR,71000.0,Petrol,Automatic,KA-20,1155000.0,mantri commercio,560103.0,1.0,Grey,5.0
Mass Market,S2,Yes,Bangalore,Hyundai,New i20,Asta (O) 1.2 MT,17500.0,Petrol,Manual,KA-03,826000.0,vega city mall,560076.0,1.0,Blue,3.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Alto 800,Lxi,49000.0,Petrol,Manual,KA-51,253000.0,hunasamaranahalli,562157.0,1.0,Red,12.0
Mass Market,S2,No,Bangalore,Hyundai,Verna,Fluidic 1.6 CRDi SX,120500.0,Diesel,Manual,KA-04,397000.0,vega city mall,560076.0,2.0,Red,12.0
Mass Market,S2,No,Bangalore,Hyundai,Santro,Sportz AMT,35000.0,Petrol,Automatic,KA-05,392000.0,whitefield,560066.0,3.0,Blue,7.0
Mass Market,S2,Yes,Bangalore,Hyundai,Santro,Sportz,44000.0,Petrol,Manual,KA-01,392000.0,mysore road,560039.0,2.0,Silver,7.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,XL6,Zeta MT CNG,25500.0,CNG,Manual,KA-02,1194000.0,malleshwaram,560003.0,1.0,Silver,1.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI AMT,44500.0,Petrol,Automatic,KA-41,327000.0,vega city mall,560076.0,3.0,Brown,10.0
Mass Market,S2,No,Bangalore,Kia,Seltos,GTX Plus 1.5 Diesel AT,94000.0,Diesel,Automatic,KA-03,1314000.0,mantri commercio,560103.0,1.0,Grey,4.0
Mass Market,S2,Yes,Bangalore,Kia,Carens,Luxury Plus 1.5 Diesel AT 6 STR,73000.0,Diesel,Automatic,KA-05,1363000.0,mantri commercio,560103.0,1.0,White,4.0
Mass Market,S2,Yes,Bangalore,Hyundai,Alcazar,Platinum 7 STR 1.5 Turbo Petrol,23500.0,Petrol,Manual,KA-35,1505000.0,hunasamaranahalli,562157.0,1.0,Grey,3.0
Mass Market,S2,Yes,Bangalore,Kia,Seltos,GTX Plus DCT 1.4,46000.0,Petrol,Automatic,KA-01,1233000.0,mantri commercio,560103.0,1.0,Orange,6.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Alto K10,VXi (O) AMT,46500.0,Petrol,Automatic,KA-05,328000.0,vega city mall,560076.0,2.0,Grey,8.0
Mass Market,S2,No,Bangalore,Honda,Amaze,1.2 S i-VTEC,145500.0,Petrol,Manual,KA-04,337000.0,nexus shanti niketan mall,560066.0,1.0,Golden,11.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Baleno,Alpha 1.2,38000.0,Petrol,Manual,KA-03,520000.0,mysore road,560039.0,2.0,Orange,10.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Celerio,VXi AMT,127000.0,Petrol,Automatic,KA-50,342000.0,mysore road,560039.0,1.0,Red,9.0
Mass Market,S2,Yes,Bangalore,Ford,EcoSport,Titanium 1.0 Ecoboost,79000.0,Petrol,Manual,KA-51,470000.0,mysore road,560039.0,1.0,White,10.0
Mass Market,S2,No,Bangalore,Nissan,Micra,XV CVT,44500.0,Petrol,Automatic,KA-01,332000.0,mysore road,560039.0,2.0,Blue,12.0
Mass Market,S2,Yes,Bangalore,Hyundai,Grand i10,Asta AT 1.2 Kappa VTVT (O),30500.0,Petrol,Automatic,KA-51,525000.0,malleshwaram,560003.0,1.0,Golden,9.0
Mass Market,S2,Yes,Bangalore,Kia,Seltos,GTX Plus 1.4,34500.0,Petrol,Manual,KA-05,1097000.0,nexus shanti niketan mall,560066.0,1.0,White,6.0
Mass Market,S2,Yes,Bangalore,Hyundai,Alcazar,Signature (O) 7 Seater 1.5 Diesel AT,69000.0,Diesel,Automatic,KA-51,1547000.0,hunasamaranahalli,562157.0,1.0,Grey,4.0
Mass Market,S2,No,Bangalore,Hyundai,Grand i10,Asta 1.2 Kappa VTVT,57000.0,Petrol,Manual,KA-19,343000.0,vega city mall,560076.0,3.0,Maroon,11.0
Mass Market,S2,No,Bangalore,Toyota,Corolla Altis,1.8 G AT,50500.0,Petrol,Automatic,HR-26,533000.0,malleshwaram,560003.0,2.0,Golden,13.0
Mass Market,S2,No,Bangalore,Volkswagen,Polo,Comfortline 1.2L (P),83000.0,Petrol,Manual,KA-03,443000.0,hunasamaranahalli,562157.0,2.0,Grey,11.0
Mass Market,S2,No,Bangalore,Volkswagen,Polo,Highline1.5L (D),89500.0,Diesel,Manual,KA-04,441000.0,hunasamaranahalli,562157.0,2.0,White,12.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Ciaz,VXi,97500.0,Petrol,Manual,KA-51,445000.0,hunasamaranahalli,562157.0,1.0,White,10.0
Mass Market,S2,No,Bangalore,Hyundai,i10,Magna 1.1 iRDE2,44500.0,Petrol,Manual,KA-04,288000.0,malleshwaram,560003.0,2.0,Grey,12.0
Mass Market,S2,Yes,Bangalore,Tata,Nexon,XZ Plus (S) Diesel,47500.0,Diesel,Manual,KA-09,1043000.0,nexus shanti niketan mall,560066.0,1.0,White,3.0
Mass Market,S2,No,Bangalore,Honda,WR-V,VX MT Petrol,107500.0,Petrol,Manual,KA-05,510000.0,malleshwaram,560003.0,2.0,White,9.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Estilo,LXi BS-IV,28000.0,Petrol,Manual,KA-05,262000.0,malleshwaram,560003.0,1.0,White,12.0
Mass Market,S2,Yes,Bangalore,Hyundai,Aura,SX Plus 1.0 Petrol,77500.0,Petrol,Manual,KA-03,585000.0,malleshwaram,560003.0,1.0,Red,6.0
Mass Market,S2,No,Bangalore,Honda,Amaze,1.2 S i-VTEC,50000.0,Petrol,Manual,KA-04,342000.0,hunasamaranahalli,562157.0,2.0,Red,12.0
Mass Market,S2,Yes,Bangalore,Hyundai,Elite i20,Magna 1.2,60500.0,Petrol,Manual,KA-53,453000.0,vega city mall,560076.0,1.0,Red,11.0
Mass Market,S2,Yes,Bangalore,Renault,Kiger,RXZ 1.0 Turbo MT Dual Tone,16000.0,Petrol,Manual,KA-51,666000.0,vega city mall,560076.0,1.0,Red,5.0
Mass Market,S2,Yes,Bangalore,Tata,Altroz,XZ Plus (O) (S),26500.0,Petrol,Manual,KA-03,847000.0,vega city mall,560076.0,1.0,Blue,2.0
Mass Market,S2,No,Bangalore,Tata,Tigor,XZA Plus,117000.0,Petrol,Automatic,KA-16,594000.0,malleshwaram,560003.0,1.0,Grey,4.0
Mass Market,S2,Yes,Bangalore,Hyundai,Elite i20,Asta 1.2 (O),47000.0,Petrol,Manual,KA-53,581000.0,hunasamaranahalli,562157.0,1.0,Red,10.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Ignis,Zeta 1.2 AMT,67500.0,Petrol,Automatic,KA-51,473000.0,nexus shanti niketan mall,560066.0,1.0,Blue,9.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Ciaz,Alpha 1.5,30000.0,Petrol,Manual,KA-50,902000.0,vega city mall,560076.0,1.0,Red,2.0
Mass Market,S2,Yes,Bangalore,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT Dual Tone,55500.0,Petrol,Manual,KA-51,503000.0,nexus shanti niketan mall,560066.0,1.0,White,7.0
Mass Market,S2,No,Bangalore,Maruti Suzuki,Dzire,VXi AMT,79000.0,Petrol,Automatic,KA-51,522000.0,nexus shanti niketan mall,560066.0,1.0,Blue,8.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Ciaz,ZXi,47500.0,Petrol,Manual,KA-01,520000.0,whitefield,560066.0,2.0,Maroon,10.0
Mass Market,S2,No,Bangalore,Tata,Altroz,XZ Petrol,120000.0,Petrol,Manual,KA-22,549000.0,nexus shanti niketan mall,560066.0,1.0,White,5.0
Mass Market,S2,Yes,Bangalore,Nissan,Magnite,XV Turbo CVT,49500.0,Petrol,Automatic,KA-03,675000.0,nexus shanti niketan mall,560066.0,1.0,Silver,4.0
Mass Market,S2,Yes,Bangalore,Kia,Seltos,HTX 1.5 Petrol IVT,15000.0,Petrol,Automatic,KA-04,1525000.0,hunasamaranahalli,562157.0,1.0,Red,2.0
Mass Market,S2,Yes,Bangalore,Renault,Triber,RXZ EASY-R AMT,50000.0,Petrol,Automatic,KA-02,562000.0,nexus shanti niketan mall,560066.0,1.0,Silver,5.0
Mass Market,S2,Yes,Bangalore,Honda,Amaze,VX MT 1.2 Petrol,40000.0,Petrol,Manual,KA-03,730000.0,hunasamaranahalli,562157.0,1.0,Grey,3.0
Mass Market,S2,No,Bangalore,Hyundai,Elite i20,Asta 1.2 (O) CVT,68500.0,Petrol,Automatic,KA-53,588000.0,vega city mall,560076.0,3.0,Red,7.0
Mass Market,S2,Yes,Bangalore,Tata,Altroz,XZ Plus i-Turbo Petrol,25500.0,Petrol,Manual,KA-22,687000.0,whitefield,560066.0,1.0,Grey,5.0
Mass Market,S2,No,Bangalore,Hyundai,Grand i10,Asta 1.2 Kappa VTVT (O),32500.0,Petrol,Manual,KA-01,407000.0,nexus shanti niketan mall,560066.0,2.0,Orange,10.0
Mass Market,S2,No,Bangalore,Hyundai,Eon,Era +,59000.0,Petrol,Manual,HR-26,186000.0,vega city mall,560076.0,2.0,Red,13.0
Mass Market,S2,No,Bangalore,Ford,EcoSport,Trend + 1.5L Ti-VCT AT,68000.0,Petrol,Automatic,KA-05,564000.0,vega city mall,560076.0,3.0,Brown,8.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Baleno,Alpha AGS,12000.0,Petrol,Automatic,KA-01,933000.0,nexus shanti niketan mall,560066.0,1.0,Blue,1.0
Mass Market,S2,No,Bangalore,Volkswagen,Polo,Highline1.2L (P),111000.0,Petrol,Manual,KA-51,398000.0,hunasamaranahalli,562157.0,3.0,Silver,11.0
Mass Market,S2,Yes,Bangalore,Maruti Suzuki,Alto K10,VXi AMT,66500.0,Petrol,Automatic,KA-03,320000.0,nexus shanti niketan mall,560066.0,1.0,Grey,10.0
Mass Market,S2,Yes,Bangalore,Renault,Kwid,RXT 1.0 AMT,40500.0,Petrol,Automatic,KA-03,459000.0,vega city mall,560076.0,1.0,White,4.0
