brand,model,variant,locality,rto,fuel_type,transmission,seller_type,color,vehicle_age,odometer_reading,km_per_year,owner_count,certified,pincode,selling_price
maruti suzuki,baleno,alpha 1.2 at,hebbal,ka-53,petrol,automatic,dealer,orange,8.0,35500.0,4437.5,1,1.0,562157.0,636000.0
maruti suzuki,swift,zxi plus,bannerghatta,ka-05,petrol,manual,dealer,grey,6.0,71500.0,11916.7,1,1.0,560076.0,591000.0
maruti suzuki,fronx,alpha 1.0l turbo 6 at,whitefield,ka-04,petrol,automatic,dealer,blue,3.0,39000.0,13000.0,1,0.0,560066.0,1059000.0
maruti suzuki,ignis,delta 1.2 amt,whitefield,ka-03,petrol,automatic,dealer,orange,4.0,35500.0,8875.0,1,1.0,560066.0,531000.0
hyundai,eon,magna +,mysore road,ka-51,petrol,manual,dealer,grey,11.0,85000.0,7727.3,1,1.0,560039.0,265000.0
nissan,micra,xv cvt,mysore road,ka-01,petrol,automatic,dealer,blue,12.0,44500.0,3708.3,2,0.0,560039.0,350000.0
maruti suzuki,swift,vxi,bannerghatta,ka-01,petrol,manual,dealer,grey,14.0,23500.0,1678.6,1,0.0,560076.0,342000.0
volkswagen,ameo,trendline 1.2l (p),bannerghatta,ka-04,petrol,manual,dealer,blue,9.0,148000.0,16444.4,3,0.0,560076.0,276000.0
hyundai,i10,magna 1.1 irde2,malleshwaram,ka-03,petrol,manual,dealer,grey,12.0,88500.0,7375.0,1,0.0,560003.0,286000.0
kia,seltos,htk plus 1.5 diesel at,hebbal,ka-51,diesel,automatic,dealer,white,5.0,19000.0,3800.0,1,1.0,560103.0,1202000.0
maruti suzuki,swift dzire,lxi,malleshwaram,ka-03,petrol,manual,dealer,blue,14.0,76000.0,5428.6,1,0.0,560003.0,293000.0
renault,triber,rxz,hebbal,ka-53,petrol,manual,dealer,orange,7.0,57500.0,8214.3,2,1.0,562157.0,485000.0
maruti suzuki,baleno,zeta ags,bannerghatta,ka-02,petrol,automatic,dealer,white,4.0,51500.0,12875.0,1,1.0,560076.0,667000.0
ford,ecosport,titanium 1.5l ti-vct,whitefield,ka-41,petrol,manual,dealer,blue,10.0,103500.0,10350.0,1,0.0,560066.0,473000.0
hyundai,grand i10,sportz 1.2 kappa vtvt,whitefield,ka-55,petrol,manual,dealer,red,10.0,34500.0,3450.0,1,1.0,560066.0,432000.0
tata,punch,creative dual tone,malleshwaram,ka-53,petrol,manual,dealer,red,4.0,69000.0,17250.0,1,1.0,560003.0,621000.0
hyundai,eon,magna o,bannerghatta,ka-19,petrol,manual,dealer,grey,12.0,18000.0,1500.0,1,0.0,560076.0,263000.0
hyundai,grand i10,asta at 1.2 kappa vtvt,bannerghatta,ka-03,petrol,automatic,dealer,grey,11.0,130000.0,11818.2,3,0.0,560076.0,319000.0
tata,hexa,xta 4x2 7 str,hebbal,ka-03,diesel,automatic,dealer,blue,8.0,89000.0,11125.0,1,0.0,562157.0,982000.0
hyundai,verna,fluidic 1.6 crdi sx at,hebbal,ka-01,diesel,automatic,dealer,white,12.0,44500.0,3708.3,1,0.0,562157.0,570000.0
renault,kiger,rxt 1.0 turbo mt,bannerghatta,ka-32,petrol,manual,dealer,brown,4.0,25500.0,6375.0,1,1.0,560076.0,603000.0
volkswagen,taigun,topline 1.0 tsi mt,bannerghatta,ka-53,petrol,manual,dealer,white,4.0,31000.0,7750.0,2,1.0,560076.0,1082000.0
maruti suzuki,baleno,zeta 1.2 at,mysore road,ka-01,petrol,automatic,dealer,white,10.0,90500.0,9050.0,3,0.0,560039.0,412000.0
maruti suzuki,baleno,rs 1.0,bannerghatta,ka-04,petrol,manual,dealer,red,9.0,37000.0,4111.1,1,1.0,560076.0,547000.0
toyota,corolla altis,1.8 g,malleshwaram,hr-26,petrol,manual,dealer,white,13.0,88000.0,6769.2,2,0.0,560003.0,448000.0
renault,kiger,rxt 1.0 turbo mt,whitefield,ka-03,petrol,manual,dealer,blue,5.0,65500.0,13100.0,2,0.0,560066.0,481000.0
maruti suzuki,alto k10,vxi amt,bannerghatta,ka-04,petrol,automatic,dealer,grey,11.0,62000.0,5636.4,2,0.0,560076.0,278000.0
renault,kwid,1.0 rxt,whitefield,ka-53,petrol,manual,dealer,brown,9.0,47500.0,5277.8,2,0.0,560066.0,264000.0
tata,nano,cx,malleshwaram,ka-50,petrol,manual,dealer,yellow,15.0,48000.0,3200.0,1,0.0,560003.0,91000.0
maruti suzuki,baleno,zeta 1.2 at,whitefield,ka-05,petrol,automatic,dealer,silver,10.0,57500.0,5750.0,2,0.0,560066.0,474000.0
maruti suzuki,alto 800,lxi,mysore road,ka-03,petrol,manual,dealer,blue,12.0,47500.0,3958.3,1,0.0,560039.0,241000.0
maruti suzuki,xl6,zeta,sriranga nagar,ka-01,petrol,manual,dealer,white,6.0,55115.0,9185.8,1,1.0,560039.0,920000.0
maruti suzuki,baleno,alpha,peenya,ka-04,petrol,manual,dealer,blue,3.0,36196.0,12065.3,1,1.0,560073.0,815000.0
maruti suzuki,celerio,lxi,begur,rj-14,petrol,manual,dealer,white,12.0,27268.0,2272.3,1,0.0,560068.0,200000.0
renault,kwid,rxt 1.0 amt,whitefield,ka-19,petrol,automatic,dealer,green,3.0,10925.0,3641.7,1,1.0,560066.0,455900.0
maruti suzuki,baleno,alpha petrol 1.2,hebbal,ka-51,petrol,manual,dealer,white,9.0,67816.0,7535.1,1,1.0,560023.0,524300.0
tata,nexon,xz plus petrol sunroof,hebbal,ka-50,petrol,manual,dealer,green,5.0,44135.0,8827.0,1,1.0,560023.0,786194.0
hyundai,grand i10,sportz 1.2 kappa vtvt,hebbal,ka-20,petrol,manual,dealer,grey,7.0,68190.0,9741.4,2,1.0,560064.0,397111.0
maruti suzuki,alto 800,lxi,hebbal,ka-51,petrol,manual,dealer,red,9.0,58714.0,6523.8,2,1.0,560064.0,232800.0
maruti suzuki,alto k10,vxi plus,hebbal,ka-51,petrol,manual,dealer,silver,3.0,18560.0,6186.7,1,1.0,560064.0,436100.0
maruti suzuki,swift,lxi,hebbal,ka-22,petrol,manual,dealer,white,11.0,113654.0,10332.2,1,1.0,560064.0,353487.0
nissan,magnite,xl,whitefield,ka-22,petrol,manual,dealer,white,5.0,19446.0,3889.2,1,1.0,560066.0,475000.0
maruti suzuki,alto k10,vxi,hebbal,ka-53,petrol,manual,dealer,grey,1.0,9034.0,9034.0,1,1.0,560064.0,415937.0
hyundai,tucson,2wd at gl diesel,whitefield,ka-02,diesel,automatic,dealer,black,8.0,143838.0,17979.8,2,1.0,560066.0,774200.0
mahindra,bolero,b6 (o),gandhi nagar,ka-02,diesel,manual,dealer,white,4.0,87372.0,21843.0,1,1.0,560009.0,715000.0
skoda,octavia,l&k 2.0 at,hebbal,ka-25,petrol,automatic,dealer,white,5.0,73572.0,14714.4,1,1.0,560064.0,1759000.0
toyota,innova crysta,2.4 zx 7str,hebbal,ka-51,diesel,manual,dealer,white,1.0,16012.0,16012.0,1,1.0,560023.0,3099000.0
nissan,magnite,xv premium,whitefield,ka-53,petrol,manual,dealer,red,3.0,69400.0,23133.3,1,1.0,560066.0,626108.0
toyota,etios,g,hebbal,ka-21,petrol,manual,dealer,silver,12.0,43119.0,3593.2,2,1.0,560023.0,327900.0
mahindra,kuv100,k8 6 str,whitefield,ka-20,petrol,manual,dealer,red,9.0,30244.0,3360.4,1,1.0,560066.0,350000.0
kia,sonet,gtx plus 1.5 imt,koramangala,ka-09,diesel,manual,dealer,red,3.0,122125.0,40708.3,1,1.0,560034.0,822700.0
renault,kwid,rxt 0.8 (o),koramangala,ka-09,petrol,manual,dealer,silver,8.0,55230.0,6903.8,2,1.0,560034.0,260000.0
datsun,redi go,t (o),hebbal,ka-19,petrol,manual,dealer,white,9.0,64124.0,7124.9,2,1.0,560064.0,175000.0
kia,seltos,htk 1.5 petrol,whitefield,ka-51,petrol,manual,dealer,red,6.0,52283.0,8713.8,2,1.0,560066.0,722500.0
hyundai,grand i10 nios,sportz 1.2 kappa vtvt,whitefield,ka-19,petrol,manual,dealer,white,6.0,60412.0,10068.7,1,1.0,560066.0,461388.0
maruti suzuki,baleno,alpha petrol 1.2,hebbal,ka-13,petrol,manual,dealer,white,9.0,40372.0,4485.8,2,1.0,560064.0,490000.0
hyundai,grand i10,sportz 1.2 kappa vtvt,hebbal,ka-20,petrol,manual,dealer,grey,6.0,50361.0,8393.5,1,1.0,560023.0,460195.0
volkswagen,polo,highline1.2l,hebbal,ka-09,petrol,manual,dealer,grey,9.0,67905.0,7545.0,1,1.0,560064.0,533500.0
tata,altroz,xz plus i-turbo petrol,gandhi nagar,ka-32,petrol,manual,dealer,grey,5.0,57511.0,11502.2,1,1.0,560009.0,541900.0
tata,altroz,xz petrol,yeshwanthpur,ka-13,petrol,manual,dealer,grey,3.0,72711.0,24237.0,1,1.0,560022.0,588700.0
maruti suzuki,baleno,delta cvt petrol 1.2,hebbal,ka-25,petrol,automatic,dealer,red,10.0,66700.0,6670.0,2,1.0,560064.0,402713.0
renault,captur,platine petrol dual tone,hebbal,ka-35,petrol,manual,dealer,brown,7.0,103104.0,14729.1,1,1.0,560064.0,549000.0
maruti suzuki,alto k10,vxi,gandhi nagar,ka-51,petrol,manual,dealer,blue,10.0,43407.0,4340.7,2,1.0,560009.0,249000.0
toyota,innova crysta,2.4 vx 8 str,whitefield,ka-05,diesel,manual,dealer,silver,4.0,28485.0,7121.2,1,1.0,560066.0,2278549.0
nissan,terrano,xl d plus,whitefield,ka-36,diesel,manual,dealer,grey,13.0,137777.0,10598.2,2,1.0,560066.0,356024.0
fiat,grand punto,emotion pack 1.3 90 hp,hebbal,ka-03,diesel,manual,dealer,black,13.0,102410.0,7877.7,1,1.0,560064.0,189200.0
renault,kwid,rxt 0.8,hebbal,ka-25,petrol,manual,dealer,red,10.0,56767.0,5676.7,2,1.0,560064.0,210000.0
chevrolet,beat,lt petrol,hebbal,ka-53,petrol,manual,dealer,white,11.0,49068.0,4460.7,1,1.0,560064.0,206500.0
citroen,c3 aircross,max 1.2 5 str,whitefield,ka-02,petrol,manual,dealer,white,3.0,24907.0,8302.3,1,1.0,560066.0,911400.0
audi,a4,40 tfsi premium plus,hebbal,hr-51,petrol,automatic,dealer,blue,2.0,11198.0,5599.0,1,1.0,560064.0,3544194.0
volvo,xc 40,t4 r design,hebbal,ka-03,petrol,automatic,dealer,white,6.0,28140.0,4690.0,1,1.0,560064.0,2720000.0
datsun,redi go,t (o),hebbal,ka-53,petrol,manual,dealer,red,9.0,77697.0,8633.0,1,1.0,560064.0,182449.0
renault,kwid,rxt 1.0,whitefield,ka-19,petrol,manual,dealer,grey,9.0,53354.0,5928.2,1,1.0,560066.0,239443.0
hyundai,grand i10 nios,sportz 1.2 kappa vtvt,whitefield,ka-19,petrol,manual,dealer,white,5.0,64369.0,12873.8,1,1.0,560066.0,465800.0
kia,sonet,htx plus 1.0 imt,yeshwanthpur,ka-01,petrol,manual,dealer,red,5.0,50076.0,10015.2,2,1.0,560022.0,713000.0
maruti suzuki,swift,zxi,hebbal,ka-51,petrol,manual,dealer,silver,8.0,60408.0,7551.0,2,1.0,560023.0,479100.0
tata,altroz,xm plus petrol,whitefield,ka-09,petrol,manual,dealer,grey,5.0,22278.0,4455.6,1,1.0,560066.0,526000.0
maruti suzuki,swift,vxi,hebbal,ka-41,petrol,manual,dealer,grey,9.0,31114.0,3457.1,1,1.0,560023.0,470500.0
hyundai,grand i10,asta at 1.2 kappa vtvt,hebbal,ka-22,petrol,automatic,dealer,white,11.0,70883.0,6443.9,2,1.0,560064.0,332800.0
maruti suzuki,wagon r 1.0,vxi,whitefield,ka-25,petrol,manual,dealer,red,8.0,32756.0,4094.5,2,1.0,560066.0,326611.0
tata,nexon,xz plus (o) petrol,whitefield,ka-05,petrol,manual,dealer,green,5.0,41663.0,8332.6,2,1.0,560066.0,710000.0
hyundai,creta,sx (o) 1.6 petrol,whitefield,ka-19,petrol,manual,dealer,white,8.0,79834.0,9979.2,1,1.0,560066.0,774929.0
hyundai,creta,sx (o) 1.6 petrol,whitefield,ka-05,petrol,manual,dealer,blue,8.0,90709.0,11338.6,2,1.0,560066.0,664400.0
honda,brio,ex mt,hebbal,ka-03,petrol,manual,dealer,white,13.0,101818.0,7832.2,1,1.0,560064.0,202961.0
mahindra,xuv700,ax 7 p at 7 str,whitefield,ka-03,petrol,automatic,dealer,blue,4.0,69216.0,17304.0,1,1.0,560066.0,1579000.0
maruti suzuki,swift,zxi plus amt,hebbal,ka-12,petrol,automatic,dealer,blue,7.0,81368.0,11624.0,1,1.0,560064.0,546100.0
renault,kwid,climber 1.0,hebbal,ka-50,petrol,manual,dealer,blue,8.0,46690.0,5836.2,3,1.0,560064.0,240000.0
ford,figo aspire,trend 1.5 diesel,whitefield,ka-22,diesel,manual,dealer,white,11.0,98379.0,8943.5,1,1.0,560066.0,316129.0
toyota,urban cruiser hyryder,s at neo drive,hebbal,ka-51,petrol,automatic,dealer,red,3.0,90559.0,30186.3,1,1.0,560064.0,1038200.0
mahindra,thar,lx p 2wd at ht,yeshwanthpur,ka-05,petrol,automatic,dealer,blue,2.0,31978.0,15989.0,1,1.0,560022.0,1176000.0
tata,nano,twist xt,gandhi nagar,ka-22,petrol,manual,dealer,red,11.0,51869.0,4715.4,1,1.0,560009.0,132100.0
skoda,rapid,ambition 1.6 mpi mt,whitefield,ka-03,petrol,manual,dealer,white,9.0,69685.0,7742.8,1,1.0,560066.0,482000.0
hyundai,new santro,sportz mt,hebbal,ka-20,petrol,manual,dealer,silver,7.0,72124.0,10303.4,1,1.0,560064.0,324000.0
datsun,go,t,hebbal,tn-04,petrol,manual,dealer,blue,12.0,56119.0,4676.6,1,1.0,560064.0,141605.0
mg,hector,sharp hybrid 1.5 petrol,yeshwanthpur,ka-51,petrol,manual,dealer,red,7.0,62044.0,8863.4,2,1.0,560022.0,890300.0
tata,nano,twist xt,hebbal,ka-41,petrol,manual,dealer,purple,11.0,72189.0,6562.6,3,1.0,560064.0,116086.0
hyundai,elite i20,asta 1.2,koramangala,ka-20,petrol,manual,dealer,red,9.0,80154.0,8906.0,1,1.0,560034.0,460768.0
maruti suzuki,swift,zxi,whitefield,ka-05,petrol,manual,dealer,red,13.0,99186.0,7629.7,2,1.0,560066.0,345000.0
tata,nexon,xm petrol,whitefield,ka-19,petrol,manual,dealer,grey,7.0,113794.0,16256.3,1,1.0,560066.0,489300.0
tata,punch,adventure mt,whitefield,ka-63,petrol,manual,dealer,white,4.0,19583.0,4895.8,1,1.0,560066.0,590000.0
maruti suzuki,wagon r 1.0,vxi,whitefield,ka-02,petrol,manual,dealer,silver,12.0,132169.0,11014.1,2,1.0,560066.0,259452.0
maruti suzuki,vitara brezza,vxi,koramangala,ka-25,petrol,manual,dealer,white,4.0,27975.0,6993.8,1,1.0,560034.0,726600.0
tata,tiago,xza plus petrol,whitefield,ka-03,petrol,automatic,dealer,silver,5.0,63274.0,12654.8,1,1.0,560066.0,486427.0
ford,ecosport,titanium 1.5l petrol at,hebbal,ka-03,petrol,automatic,dealer,silver,11.0,92683.0,8425.7,1,1.0,560064.0,425406.0
renault,kiger,rxz amt,koramangala,ka-19,petrol,automatic,dealer,black,4.0,89107.0,22276.8,2,1.0,560034.0,515000.0
toyota,etios liva,v dual tone,hebbal,ka-53,petrol,manual,dealer,white,7.0,130217.0,18602.4,1,1.0,560064.0,470400.0
tata,altroz,xz plus diesel,whitefield,ka-05,diesel,manual,dealer,grey,5.0,45025.0,9005.0,2,1.0,560066.0,599072.0
honda,city,1.5l i-vtec vx cvt,hebbal,ka-02,petrol,automatic,dealer,grey,9.0,39647.0,4405.2,2,1.0,560064.0,703433.0
hyundai,verna,1.6 vtvt sx,hebbal,ka-51,petrol,manual,dealer,silver,7.0,52813.0,7544.7,2,1.0,560064.0,678000.0
volkswagen,vento,highline petrol at,whitefield,ka-09,petrol,automatic,dealer,blue,11.0,97759.0,8887.2,1,1.0,560066.0,373013.0
hyundai,creta,sx plus at 1.6 petrol,hebbal,ka-53,petrol,automatic,dealer,black,10.0,113482.0,11348.2,2,1.0,560023.0,586230.0
tata,safari,xza plus o 6str,hebbal,ka-34,diesel,automatic,dealer,white,3.0,17805.0,5935.0,1,1.0,560023.0,1773400.0
maruti suzuki,grand vitara,alpha plus hybrid ecvt,hebbal,ka-22,hybrid,automatic,dealer,black,3.0,107462.0,35820.7,1,1.0,560064.0,1319100.0
mahindra,thar,lx hard top 4wd mt,hebbal,ka-51,diesel,manual,dealer,grey,4.0,56841.0,14210.2,1,1.0,560064.0,1202000.0
tata,safari,xza plus kaziranga,whitefield,ka-26,diesel,automatic,dealer,beige,4.0,127794.0,31948.5,1,1.0,560066.0,1450000.0
tata,punch,accomplished mt,hebbal,ka-09,petrol,manual,dealer,blue,4.0,87278.0,21819.5,1,1.0,560064.0,552900.0
tata,punch,creative mt,hebbal,ka-44,petrol,manual,dealer,white,4.0,104764.0,26191.0,1,1.0,560064.0,583493.0
datsun,go,t(o) cvt,whitefield,ka-01,petrol,automatic,dealer,red,7.0,46296.0,6613.7,2,1.0,560066.0,359000.0
jeep,compass,sport 1.4 petrol,hebbal,ka-03,petrol,manual,dealer,green,4.0,35351.0,8837.8,1,1.0,560064.0,1096400.0
hyundai,venue,sx 1.2 petrol,gandhi nagar,ka-63,petrol,manual,dealer,white,2.0,20652.0,10326.0,1,1.0,560009.0,829200.0
volkswagen,polo,highline1.2l,gandhi nagar,ka-03,petrol,manual,dealer,brown,9.0,66999.0,7444.3,3,1.0,560009.0,446200.0
maruti suzuki,swift,zxi amt,whitefield,ka-03,petrol,automatic,dealer,red,8.0,149965.0,18745.6,1,1.0,560066.0,420400.0
tata,nexon,xza plus (o) diesel,hebbal,ka-44,diesel,automatic,dealer,red,5.0,68539.0,13707.8,1,1.0,560064.0,801176.0
volkswagen,tiguan,all space 2.0 tsi,whitefield,ka-09,petrol,automatic,dealer,red,7.0,55223.0,7889.0,1,1.0,560066.0,1999000.0
tata,safari,xza plus o 6str,hebbal,ka-09,diesel,automatic,dealer,white,3.0,33956.0,11318.7,2,1.0,560064.0,1553100.0
honda,city,1.5l i-vtec vx (o) mt,hebbal,ka-05,petrol,manual,dealer,brown,10.0,130604.0,13060.4,1,1.0,560064.0,460600.0
maruti suzuki,alto k10,vxi,whitefield,ka-02,petrol,manual,dealer,red,13.0,77272.0,5944.0,1,1.0,560066.0,206874.0
maruti suzuki,ertiga,zxi,gandhi nagar,ka-01,petrol,manual,dealer,grey,12.0,122203.0,10183.6,1,1.0,560009.0,465800.0
mg,hector,sharp 2.0 diesel,gandhi nagar,ka-27,diesel,manual,dealer,white,5.0,44255.0,8851.0,2,1.0,560009.0,1140000.0
maruti suzuki,swift,lxi,gandhi nagar,ka-67,petrol,manual,dealer,red,3.0,34181.0,11393.7,1,1.0,560009.0,490000.0
volkswagen,polo,highline1.2l,whitefield,ka-05,petrol,manual,dealer,white,12.0,135832.0,11319.3,1,1.0,560066.0,402913.0
tata,nexon,xz plus petrol,gandhi nagar,ka-53,petrol,manual,dealer,green,4.0,29637.0,7409.2,1,1.0,560009.0,795400.0
maruti suzuki,celerio,vxi (o),gandhi nagar,ka-51,petrol,manual,dealer,red,9.0,26887.0,2987.4,1,1.0,560009.0,351388.0
tata,nexon,xz plus petrol,gandhi nagar,ka-53,petrol,manual,dealer,red,8.0,53963.0,6745.4,3,1.0,560009.0,488102.0
renault,kwid,rxt 1.0 (o),yeshwanthpur,ka-03,petrol,manual,dealer,silver,8.0,99150.0,12393.8,1,1.0,560022.0,247898.0
maruti suzuki,alto k10,vxi,gandhi nagar,ka-02,petrol,manual,dealer,white,11.0,91272.0,8297.5,2,1.0,560009.0,206080.0
hyundai,grand i10,sportz 1.2 kappa vtvt dual tone,hebbal,ka-41,petrol,manual,dealer,white,7.0,60905.0,8700.7,1,1.0,560064.0,460000.0
nissan,magnite,xv premium,hebbal,ka-01,petrol,manual,dealer,black,3.0,10811.0,3603.7,2,1.0,560023.0,649000.0
fiat,grand punto,dynamic 1.2,hebbal,ka-04,petrol,manual,dealer,black,13.0,28153.0,2165.6,2,1.0,560064.0,230000.0
maruti suzuki,swift,zxi amt,hebbal,ka-51,petrol,automatic,dealer,red,7.0,75554.0,10793.4,1,1.0,560064.0,523800.0
tata,nexon,xza plus petrol,whitefield,ka-51,petrol,automatic,dealer,orange,7.0,63170.0,9024.3,1,1.0,560066.0,668000.0
maruti suzuki,s presso,vxi plus amt,whitefield,ka-05,petrol,automatic,dealer,grey,5.0,38469.0,7693.8,1,1.0,560066.0,440000.0
renault,kwid,rxt 1.0 (o),gandhi nagar,ka-51,petrol,manual,dealer,brown,6.0,72008.0,12001.3,2,1.0,560009.0,265000.0
nissan,magnite,xv mt,whitefield,ka-51,petrol,manual,dealer,black,4.0,38952.0,9738.0,1,1.0,560066.0,521400.0
fiat,punto evo,dynamic 1.2,hebbal,ka-04,petrol,manual,dealer,black,11.0,58852.0,5350.2,2,1.0,560064.0,251800.0
mg,hector,sharp 1.5 petrol cvt,whitefield,ka-51,petrol,automatic,dealer,grey,4.0,27929.0,6982.2,1,1.0,560066.0,1181547.0
maruti suzuki,baleno,alpha petrol 1.2,hebbal,ka-03,petrol,manual,dealer,grey,7.0,48605.0,6943.6,1,1.0,560064.0,561756.0
hyundai,elite i20,sportz 1.2,whitefield,ka-05,petrol,manual,dealer,grey,8.0,98911.0,12363.9,1,1.0,560066.0,404885.0
maruti suzuki,swift,zxi,gandhi nagar,ka-21,petrol,manual,dealer,silver,7.0,78723.0,11246.1,2,1.0,560009.0,469400.0
volkswagen,polo,highline1.2l,koramangala,ka-03,petrol,manual,dealer,blue,9.0,51734.0,5748.2,2,1.0,560034.0,444000.0
ford,ecosport,titanium + 1.5l petrol at,whitefield,ka-02,petrol,automatic,dealer,blue,8.0,81814.0,10226.8,2,1.0,560066.0,630000.0
honda,city,1.5l i-vtec vx,whitefield,ka-04,petrol,manual,dealer,brown,11.0,79027.0,7184.3,1,1.0,560066.0,509300.0
renault,kwid,rxt 0.8 (o),whitefield,ka-70,petrol,manual,dealer,red,7.0,78134.0,11162.0,3,1.0,560066.0,227548.0
hyundai,grand i10,asta (o) 1.2 kappa vtvt,hebbal,ka-01,petrol,manual,dealer,grey,12.0,34694.0,2891.2,1,1.0,560064.0,322100.0
hyundai,verna,sx 1.5 vtvt ivt,whitefield,ka-01,petrol,automatic,dealer,red,5.0,63616.0,12723.2,1,1.0,560066.0,785000.0
maruti suzuki,alto k10,vxi,hebbal,ka-51,petrol,manual,dealer,beige,12.0,96256.0,8021.3,2,1.0,560064.0,210000.0
mahindra,xuv500,w6,gandhi nagar,ka-03,diesel,manual,dealer,silver,13.0,126648.0,9742.2,3,1.0,560009.0,423559.0
renault,duster,rxs 1.5 petrol mt,gandhi nagar,ka-53,petrol,manual,dealer,orange,5.0,135537.0,27107.4,1,1.0,560009.0,588800.0
skoda,rapid,ambition 1.6 mpi mt,yeshwanthpur,ka-19,petrol,manual,dealer,silver,13.0,34801.0,2677.0,1,1.0,560022.0,335726.0
hyundai,elite i20,sportz 1.2,hebbal,ka-03,petrol,manual,dealer,red,10.0,72990.0,7299.0,2,1.0,560064.0,430000.0
tata,nexon,xz plus (o) petrol dark edition,hebbal,ka-03,petrol,manual,dealer,black,5.0,73349.0,14669.8,1,1.0,560064.0,756600.0
renault,kwid,rxt 1.0,hebbal,ka-01,petrol,manual,dealer,red,8.0,72750.0,9093.8,2,1.0,560064.0,235000.0
maruti suzuki,s presso,vxi plus (o) amt,hebbal,ka-03,petrol,automatic,dealer,blue,3.0,9104.0,3034.7,1,1.0,560023.0,440212.0
toyota,yaris,j mt,hebbal,ka-42,petrol,manual,dealer,white,5.0,149716.0,29943.2,1,1.0,560023.0,487900.0
honda,city,1.5l i-vtec v mt,hebbal,ka-01,petrol,manual,dealer,grey,13.0,70561.0,5427.8,2,1.0,560064.0,335000.0
kia,seltos,gtx plus dct 1.4 petrol,hebbal,ka-05,petrol,automatic,dealer,silver,6.0,49453.0,8242.2,1,1.0,560064.0,1150000.0
hyundai,creta,sx at 1.6 petrol,gandhi nagar,ka-05,petrol,automatic,dealer,white,8.0,55129.0,6891.1,1,1.0,560009.0,840950.0
hyundai,venue,s (o) 1.0 turbo imt,koramangala,ka-05,petrol,manual,dealer,black,3.0,41079.0,13693.0,1,1.0,560034.0,718500.0
skoda,rapid,1.5 tdi cr elegance at,yeshwanthpur,ka-05,diesel,automatic,dealer,white,11.0,118712.0,10792.0,3,1.0,560022.0,340000.0
maruti suzuki,baleno,alpha petrol 1.2,yeshwanthpur,ka-01,petrol,manual,dealer,grey,8.0,42165.0,5270.6,1,1.0,560022.0,560000.0
volkswagen,polo,gt tsi at,whitefield,ka-01,petrol,automatic,dealer,red,11.0,100034.0,9094.0,2,1.0,560066.0,483700.0
maruti suzuki,ertiga,zxi shvs,yeshwanthpur,ka-17,petrol,manual,dealer,white,6.0,45313.0,7552.2,1,1.0,560022.0,843000.0
maruti suzuki,swift,vxi,yeshwanthpur,ka-51,petrol,manual,dealer,white,12.0,111583.0,9298.6,2,1.0,560022.0,322500.0
tata,nexon,xm diesel,hebbal,ka-27,diesel,manual,dealer,white,4.0,73579.0,18394.8,1,1.0,560023.0,681900.0
ford,ecosport,titanium 1.5l petrol at,hebbal,ka-04,petrol,automatic,dealer,silver,11.0,104774.0,9524.9,1,1.0,560064.0,422968.0
volkswagen,polo,comfortline 1.5l,whitefield,ka-03,diesel,manual,dealer,grey,12.0,70007.0,5833.9,1,1.0,560066.0,407296.0
toyota,yaris,vx cvt,gandhi nagar,ka-42,petrol,automatic,dealer,white,8.0,119403.0,14925.4,2,1.0,560009.0,543200.0
maruti suzuki,alto k10,vxi (o) amt,hebbal,ka-01,petrol,automatic,dealer,silver,7.0,52548.0,7506.9,1,1.0,560023.0,335000.0
hyundai,creta,sx (o) 1.4 turbo dct,hebbal,ka-03,petrol,automatic,dealer,white,6.0,118522.0,19753.7,2,1.0,560064.0,855900.0
kia,seltos,htx ivt 1.5 petrol,yeshwanthpur,ka-03,petrol,automatic,dealer,red,4.0,23925.0,5981.2,2,1.0,560022.0,1122100.0
tata,tiago,xz plus dual tone petrol,hebbal,ka-12,petrol,manual,dealer,blue,6.0,45112.0,7518.7,2,1.0,560064.0,435000.0
tata,tiago,xt petrol,hebbal,ka-41,petrol,manual,dealer,white,1.0,11252.0,11252.0,1,1.0,560064.0,580000.0
mg,astor,sharp 1.5 mt,gandhi nagar,ka-53,petrol,manual,dealer,black,3.0,18273.0,6091.0,1,1.0,560009.0,1120000.0
maruti suzuki,baleno,alpha petrol 1.2,hebbal,ka-01,petrol,manual,dealer,blue,4.0,26107.0,6526.8,1,1.0,560064.0,696741.0
maruti suzuki,celerio,vxi (o),whitefield,ka-04,petrol,manual,dealer,red,9.0,33992.0,3776.9,1,1.0,560066.0,342700.0
mahindra,xuv300,w6 1.2 petrol,hebbal,ka-05,petrol,manual,dealer,blue,7.0,36627.0,5232.4,1,1.0,560064.0,571100.0
tata,nexon,xza plus petrol,yeshwanthpur,ka-41,petrol,automatic,dealer,red,7.0,65473.0,9353.3,3,1.0,560022.0,475400.0
renault,kwid,rxt 1.0,hebbal,ka-50,petrol,manual,dealer,white,9.0,93060.0,10340.0,3,1.0,560064.0,240000.0
hyundai,i10,sportz 1.1,whitefield,ka-05,petrol,manual,dealer,red,11.0,27875.0,2534.1,1,1.0,560066.0,323129.0
toyota,camry,2.5l at,hebbal,ka-20,petrol,automatic,dealer,black,13.0,46653.0,3588.7,1,1.0,560064.0,760000.0
hyundai,creta,creta sx (o) 1.5 mpi ivt,hebbal,ka-03,petrol,automatic,dealer,red,2.0,9651.0,4825.5,1,1.0,560064.0,1770000.0
