city,year,make,model,trim,odometer,fuel,trans,rto,price,segment,seller type,locality,pincode,age
Bangalore,2022.0,Kia,SELTOS,X LINE 1.4 DCT,23879.0,Petrol,Automatic,KA-01,1590000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2011.0,Audi,Q5,3.0 TDI QUATTRO,98287.0,Diesel,Automatic,KA-02,950000.0,Luxury,Direct Seller,bellahalli,560066.0,15.0
Bangalore,2024.0,Maruti Suzuki,Eeco,7 STR STD 1.2,14959.0,Petrol,Manual,KA-03,620000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2020.0,Hyundai,Creta,SX (O) 1.4 TURBO DCT,78835.0,Petrol,Automatic,KA-03,1246000.0,Mass Market,Direct Seller,bellahalli,560066.0,6.0
Bangalore,2024.0,Citroen,C3 AIRCROSS,Max 1.2 5 STR AT,27757.0,Petrol,Automatic,KA-04,1250000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2012.0,Mahindra,XUV500,W8,135813.0,Diesel,Manual,KA-05,439000.0,Mass Market,Direct Seller,bellahalli,560066.0,14.0
Bangalore,2023.0,Kia,SONET,GTX PLUS 1.5 AT,27344.0,Diesel,Automatic,KA-50,1344000.0,Mass Market,Direct Seller,bellahalli,560064.0,3.0
Bangalore,2024.0,Mahindra,XUV 3XO,AX5L 1.2 TGDi AT,10104.0,Petrol,Automatic,KA-05,1390000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2022.0,Kia,SONET,HTX ANNIVERSARY EDITION 1.5,90859.0,Diesel,Manual,KA-05,980000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2021.0,Kia,SELTOS,HTX IVT 1.5 PETROL,36292.0,Petrol,Automatic,KA-41,1261000.0,Mass Market,Direct Seller,bellahalli,560066.0,5.0
Bangalore,2023.0,Volkswagen,TAIGUN,TOPLINE 1.0 TSI MT,181626.0,Petrol,Manual,KA-16,900000.0,Mass Market,Direct Seller,bellahalli,560066.0,3.0
Bangalore,2019.0,Jeep,Compass,LIMITED PLUS DIESEL,85074.0,Diesel,Manual,KA-02,1400000.0,Mass Market,Direct Seller,bellahalli,560066.0,7.0
Bangalore,2021.0,MG,HECTOR,SHARP 1.5 PETROL CVT,23702.0,Petrol,Automatic,KA-03,1370000.0,Mass Market,Direct Seller,bellahalli,560066.0,5.0
Bangalore,2013.0,Volvo,V40 Cross Country,D3,100188.0,Diesel,Automatic,KA-02,825000.0,Luxury,Direct Seller,bellahalli,560066.0,13.0
Bangalore,2023.0,Maruti Suzuki,Baleno,ALPHA 1.2 AGS,9199.0,Petrol,Automatic,KA-09,830000.0,Mass Market,Direct Seller,vega city mall,560066.0,3.0
Bangalore,2025.0,Kia,SYROS,HTX 1.0 Turbo 7DCT,9085.0,Petrol,Automatic,KA-51,1450000.0,Mass Market,Direct Seller,bellahalli,560066.0,1.0
Bangalore,2013.0,Renault,Koleos,4x4 AT,142540.0,Diesel,Automatic,KA-41,740000.0,Mass Market,Direct Seller,bellahalli,560066.0,13.0
Bangalore,2025.0,Tata,Tiago,XZA Plus CNG,7806.0,CNG,Automatic,KA-04,898000.0,Mass Market,Direct Seller,bellahalli,560066.0,1.0
Bangalore,2022.0,Kia,SELTOS,HTK PLUS 1.5 IMT,69000.0,Petrol,Manual,KA-05,1000000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2006.0,Skoda,Octavia,RIDER 1.9 TDI CLASSIC,247974.0,Diesel,Manual,KA-05,378018.0,Mass Market,Direct Seller,bellahalli,560066.0,20.0
Bangalore,2022.0,Maruti Suzuki,Ertiga,VXI CNG,45120.0,CNG,Manual,KA-03,1050000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2012.0,Mahindra,XUV500,W8,144448.0,Diesel,Manual,KA-03,441000.0,Mass Market,Direct Seller,bellahalli,560066.0,14.0
Bangalore,2012.0,Land Rover,Discovery 4,SDV6 SE,201079.0,Diesel,Automatic,TN-45,1110000.0,Luxury,Direct Seller,hotel sri lakshmi lodging boarding family bar and restaurant kallur colony station road raichur station road raichur oppsite rangamandir,Unknown,14.0
Bangalore,2024.0,Maruti Suzuki,Eeco,7 STR STD 1.2,33186.0,CNG,Manual,KA-40,580000.0,Mass Market,Direct Seller,nexus shanti niketan mall,560066.0,2.0
Bangalore,2017.0,Volkswagen,TIGUAN,COMFORTLINE TDI AT,197438.0,Diesel,Automatic,KA-05,1100000.0,Mass Market,Direct Seller,bellahalli,560066.0,9.0
Bangalore,2024.0,Bajaj,QUTE,CNG,1276.0,CNG,Manual,KA-51,354000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2025.0,Maruti Suzuki,Celerio,ZXI,3393.0,Petrol,Manual,TN-23,562000.0,Mass Market,Direct Seller,dasanayakanahalli,Unknown,1.0
Bangalore,2023.0,Maruti Suzuki,Eeco,5 STR AC,39984.0,Petrol,Manual,KA-03,500000.0,Mass Market,Direct Seller,bellahalli,560066.0,3.0
Bangalore,2021.0,MG,HECTOR,SHARP 2.0 DIESEL,52889.0,Diesel,Manual,KA-50,1450000.0,Mass Market,Direct Seller,bellahalli,560064.0,5.0
Bangalore,2024.0,Tata,TIAGO NRG,XZ AMT,4777.0,Petrol,Automatic,KA-03,750000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2023.0,Hyundai,Creta,SX IVT 1.5 PETROL,36768.0,Petrol,Automatic,KA-41,1444000.0,Mass Market,Direct Seller,bellahalli,560066.0,3.0
Bangalore,2012.0,Skoda,Superb,2.0 TDI PD,120824.0,Diesel,Manual,KA-05,450000.0,Mass Market,Direct Seller,bellahalli,560066.0,14.0
Bangalore,2022.0,Kia,SELTOS,HTX PETROL 1.5,19300.0,Petrol,Manual,KA-05,1406000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2020.0,Maruti Suzuki,Swift,VXI,71243.0,Petrol,Manual,KA-51,583000.0,Mass Market,Direct Seller,bellahalli,560066.0,6.0
Bangalore,2022.0,Tata,TIGOR EV,XM PLUS,71854.0,Electric,Automatic,KA-51,730000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2024.0,Maruti Suzuki,BREZZA,VXI,12554.0,Petrol,Manual,KA-04,1023000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2022.0,Kia,SELTOS,GTX PLUS AT 1.5 DIESEL,68348.0,Diesel,Automatic,KA-05,1535000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2022.0,Kia,SONET,GTX PLUS 1.5 AT,49016.0,Diesel,Automatic,KA-51,1200000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2024.0,Tata,PUNCH EV,ADVENTURE S 3.3,11438.0,Electric,Automatic,KA-05,1033000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2023.0,Maruti Suzuki,Ertiga,VXI AT SHVS,29595.0,Petrol,Automatic,AP-40,1050000.0,Mass Market,Direct Seller,36 5 kims mahadevpura,Unknown,3.0
Bangalore,2022.0,Toyota,Glanza,V,35702.0,Petrol,Manual,KA-03,816000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2019.0,MG,HECTOR,SHARP 1.5 DCT PETROL,51115.0,Petrol,Automatic,KA-05,1141000.0,Mass Market,Direct Seller,bellahalli,560066.0,7.0
Bangalore,2012.0,Hyundai,Santa Fe,4 WD,107638.0,Diesel,Manual,KA-04,510000.0,Mass Market,Direct Seller,bellahalli,560066.0,14.0
Bangalore,2025.0,Hyundai,GRAND I10 NIOS,Sportz (O) 1.2 Kappa AMT,463.0,Petrol,Automatic,KA-05,820000.0,Mass Market,Direct Seller,bellahalli,560066.0,1.0
Bangalore,2008.0,Honda,CRV,2.4L 2WD MT,114000.0,Petrol,Manual,MH-43,350000.0,Mass Market,Direct Seller,agrahara layout,Unknown,18.0
Bangalore,2012.0,Skoda,Superb,ELEGANCE 1.8 TSI MT,107292.0,Petrol,Manual,KA-03,601351.0,Mass Market,Direct Seller,bellahalli,560066.0,14.0
Bangalore,2024.0,Mahindra,XUV 3XO,AX5L 1.2 TGDi AT,20163.0,Petrol,Automatic,KA-05,1350000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2020.0,Maruti Suzuki,Celerio X,ZXI AMT,27099.0,Petrol,Automatic,KA-05,520000.0,Mass Market,Direct Seller,bellahalli,560066.0,6.0
Bangalore,2022.0,Mahindra,XUV300,W8 (O) 1.5 DIESEL AMT,62521.0,Diesel,Automatic,KA-01,1000000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2024.0,Renault,Kiger,RXT (O) AMT,5626.0,Petrol,Automatic,KA-53,741000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2021.0,MG,HECTOR,SHARP 1.5 PETROL CVT,31932.0,Petrol,Automatic,KA-03,1240000.0,Mass Market,Direct Seller,bellahalli,560066.0,5.0
Bangalore,2021.0,Kia,SELTOS,HTX PLUS 1.5 DIESEL,95043.0,Diesel,Manual,KA-41,1394000.0,Mass Market,Direct Seller,bellahalli,560066.0,5.0
Bangalore,2025.0,Mahindra,XUV400,EL 7.2 KW,22000.0,Electric,Automatic,KA-03,1600000.0,Mass Market,Direct Seller,bellahalli,560066.0,1.0
Bangalore,2011.0,Toyota,Fortuner,3.0 4X4 MT,109050.0,Diesel,Manual,KA-51,1006000.0,Mass Market,Direct Seller,bellahalli,560066.0,15.0
Bangalore,2014.0,Nissan,Terrano,XV D THP 110 PS,115528.0,Diesel,Manual,KA-53,449000.0,Mass Market,Direct Seller,bellahalli,560066.0,12.0
Bangalore,2016.0,Renault,Duster,110 PS RXZ 4X2 AMT DIESEL,116006.0,Diesel,Automatic,KA-03,550000.0,Mass Market,Direct Seller,bellahalli,560066.0,10.0
Bangalore,2022.0,Hyundai,NEW I20 N LINE,N8 1.0 TURBO GDI IMT,33921.0,Petrol,Manual,KA-01,935000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2023.0,Tata,NEXON EV,XZ PLUS LUX DARK EDITION,60338.0,Electric,Automatic,KA-51,1200000.0,Mass Market,Direct Seller,bellahalli,560066.0,3.0
Bangalore,2022.0,Toyota,URBAN CRUISER HYRYDER,V HYBRID,110279.0,Hybrid,Automatic,KA-05,1425000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2022.0,Mahindra,XUV300,W8(O) TURBO GDI,37608.0,Petrol,Manual,AP-39,830000.0,Mass Market,Direct Seller,krishnarajapuram,560036.0,4.0
Bangalore,2022.0,Maruti Suzuki,Ertiga,ZXI (O) CNG,42605.0,CNG,Manual,KA-53,1120000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2021.0,MG,HECTOR,SHARP 1.5 PETROL CVT,10844.0,Petrol,Automatic,KA-03,1350000.0,Mass Market,Direct Seller,bellahalli,560066.0,5.0
Bangalore,2025.0,Hyundai,GRAND I10 NIOS,Sportz (O) 1.2 Kappa VTVT,2220.0,Petrol,Manual,KA-05,790000.0,Mass Market,Direct Seller,bellahalli,560066.0,1.0
Bangalore,2019.0,Lexus,ES,300h,55219.0,Hybrid,Automatic,KA-51,3050000.0,Luxury,Direct Seller,bellahalli,560066.0,7.0
Bangalore,2022.0,MG,HECTOR,SHARP 1.5 PETROL CVT,36904.0,Petrol,Automatic,KA-53,1400000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2024.0,Kia,SELTOS,HTX 1.5 PETROL MT,8500.0,Petrol,Manual,KA-01,1649000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2023.0,Tata,NEXON EV,XZ PLUS LUX,26269.0,Electric,Automatic,DL-7,1250000.0,Mass Market,Direct Seller,nexus shanti niketan mall,560066.0,3.0
Bangalore,2021.0,MG,HECTOR,SHARP 1.5 DCT PETROL,79000.0,Petrol,Automatic,KA-05,1207000.0,Mass Market,Direct Seller,bellahalli,560066.0,5.0
Bangalore,2011.0,BMW,X3,XDRIVE 20D,94808.0,Diesel,Automatic,AP-09,905000.0,Luxury,Direct Seller,sector b amruthnagar,Unknown,15.0
Bangalore,2023.0,Tata,NEXON EV,XM,3800.0,Electric,Automatic,KA-01,1149000.0,Mass Market,Direct Seller,bellahalli,560066.0,3.0
Bangalore,2010.0,Chevrolet,Captiva,LTZ AWD AT,136160.0,Diesel,Automatic,KA-01,430000.0,Mass Market,Direct Seller,bellahalli,560066.0,16.0
Bangalore,2020.0,MG,ZS EV,EXCLUSIVE,120000.0,Electric,Automatic,KA-04,1014000.0,Mass Market,Direct Seller,bellahalli,560066.0,6.0
Bangalore,2014.0,BMW,X5,XDRIVE 30 D,200577.0,Diesel,Automatic,HR-26,1486000.0,Luxury,Direct Seller,vega city mall,560076.0,12.0
Bangalore,2022.0,Tata,NEXON EV,XZ PLUS DARK EDITION,76000.0,Electric,Automatic,KA-01,875000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2012.0,Mercedes-Benz,E Class,220 CDI AT,100425.0,Diesel,Automatic,KA-03,850000.0,Luxury,Direct Seller,bellahalli,560066.0,14.0
Bangalore,2010.0,Skoda,Laura,L&K 2.0 TDI AT,171490.0,Diesel,Automatic,KA-05,546000.0,Mass Market,Direct Seller,bellahalli,560066.0,16.0
Bangalore,2014.0,BMW,X5,XDRIVE 30 D,101349.0,Diesel,Automatic,KA-05,2440000.0,Luxury,Direct Seller,bellahalli,560066.0,12.0
Bangalore,2012.0,Mahindra,XUV500,W8,150438.0,Diesel,Manual,KA-04,500000.0,Mass Market,Direct Seller,bellahalli,560066.0,14.0
Bangalore,2025.0,Maruti Suzuki,Grand Vitara,ALPHA SMART HYBRID,6375.0,Petrol,Manual,KA-53,1579000.0,Mass Market,Direct Seller,bellahalli,560066.0,1.0
Bangalore,2022.0,Kia,SELTOS,HTX IVT 1.5 PETROL,46813.0,Petrol,Automatic,KA-01,1345000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2024.0,Maruti Suzuki,Baleno,ALPHA 1.2 AGS,30940.0,Petrol,Automatic,KA-05,900000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2023.0,Tata,NEXON EV,XZ PLUS,44209.0,Electric,Automatic,KA-53,1015000.0,Mass Market,Direct Seller,bellahalli,560066.0,3.0
Bangalore,2023.0,Tata,NEXON EV,XZ PLUS LUX DARK EDITION,10800.0,Electric,Automatic,KA-03,1200000.0,Mass Market,Direct Seller,bellahalli,560066.0,3.0
Bangalore,2020.0,Mahindra,Bolero,B6 (O),138905.0,Diesel,Manual,KA-05,803000.0,Mass Market,Direct Seller,bellahalli,560066.0,6.0
Bangalore,2022.0,Kia,SELTOS,GTX PLUS 1.5 DIESEL AT,36089.0,Diesel,Automatic,KA-01,1630000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2012.0,Land Rover,Freelander,2.0 HSE,181043.0,Diesel,Automatic,DL-6,805000.0,Luxury,Direct Seller,no 53 1st floor duo residency jakkur plantation 3hjw x8v 57 9th main rd jakkur plantation jakkuru,Unknown,14.0
Bangalore,2022.0,Mahindra,XUV300,W8 1.5 DIESEL,44453.0,Diesel,Manual,KA-03,950000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2025.0,Toyota,Urban Cruiser Taisor,V 1.0 Petrol AT,2253.0,Petrol,Automatic,KA-53,1300000.0,Mass Market,Direct Seller,bellahalli,560066.0,1.0
Bangalore,2021.0,Jeep,Compass,MODEL S (O) 1.4 PETROL DCT,29341.0,Petrol,Automatic,KL-22,2050000.0,Mass Market,Direct Seller,hongasandra,Unknown,5.0
Bangalore,2013.0,Toyota,Fortuner,3.0 4X2 MT,229889.0,Diesel,Manual,KA-51,1020000.0,Mass Market,Direct Seller,bellahalli,560066.0,13.0
Bangalore,2020.0,Mahindra,Bolero,B6 (O),94928.0,Diesel,Manual,KA-17,725000.0,Mass Market,Direct Seller,hunasamaranahalli,562157.0,6.0
Bangalore,2025.0,Maruti Suzuki,New Wagon-R,ZXI PLUS 1.2,6834.0,Petrol,Manual,KA-53,686000.0,Mass Market,Direct Seller,bellahalli,560066.0,1.0
Bangalore,2014.0,BMW,X5,XDRIVE 30 D,137281.0,Diesel,Automatic,KA-51,2000000.0,Luxury,Direct Seller,bellahalli,560066.0,12.0
Bangalore,2022.0,Hyundai,Creta,SX 1.5 PETROL,40692.0,Petrol,Manual,KA-53,1250000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2022.0,Tata,NEXON EV,XZ PLUS,92300.0,Electric,Automatic,KA-03,934000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2022.0,Tata,NEXON EV,XZ PLUS,100444.0,Electric,Automatic,KA-04,896000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2020.0,Mahindra,Thar,LX D 4WD MT CONVERTIBLE,600000.0,Diesel,Manual,KA-03,1298000.0,Mass Market,Direct Seller,bellahalli,560066.0,6.0
Bangalore,2021.0,Tata,NEXON EV,XZ PLUS,24181.0,Electric,Automatic,KA-04,1000000.0,Mass Market,Direct Seller,bellahalli,560066.0,5.0
Bangalore,2024.0,Mahindra,Bolero Neo Plus,P10,107677.0,Diesel,Manual,KA-02,1100000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2016.0,Mitsubishi,Pajero Sport,2.5 AT 4X2,140440.0,Diesel,Automatic,KA-05,1170000.0,Mass Market,Direct Seller,bellahalli,560066.0,10.0
Bangalore,2013.0,Renault,Duster,85 PS RXL DIESEL,108409.0,Diesel,Manual,KA-01,410000.0,Mass Market,Direct Seller,bellahalli,560066.0,13.0
Bangalore,2014.0,Maruti Suzuki,Celerio,VXI AMT,67377.0,Petrol,Automatic,KA-05,320000.0,Mass Market,Direct Seller,bellahalli,560066.0,12.0
Bangalore,2016.0,Ford,Ecosport,TITANIUM 1.5L DIESEL,167138.0,Diesel,Manual,KA-04,535294.0,Mass Market,Direct Seller,bellahalli,560066.0,10.0
Bangalore,2016.0,Ford,Figo Aspire,TITANIUM 1.5 PETROL,42802.0,Petrol,Manual,KA-06,397000.0,Mass Market,Direct Seller,bellahalli,560064.0,10.0
Bangalore,2017.0,Volkswagen,Ameo,HIGHLINE PLUS 1.5L AT 16 ALLOY,81889.0,Diesel,Automatic,MH-03,449000.0,Mass Market,Direct Seller,mahadevapura,560010.0,9.0
Bangalore,2013.0,Fiat,Grand Punto,EMOTION PACK 1.3,111065.0,Diesel,Manual,KA-05,221499.0,Mass Market,Direct Seller,bellahalli,560066.0,13.0
Bangalore,2022.0,Kia,SELTOS,HTK PLUS 1.5 IMT,20242.0,Petrol,Manual,KA-01,1350000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2017.0,Renault,Duster,RXS CVT,50834.0,Petrol,Automatic,KA-01,510000.0,Mass Market,Direct Seller,bellahalli,560066.0,9.0
Bangalore,2013.0,BMW,3 Series,320d,107050.0,Diesel,Automatic,KA-51,815000.0,Luxury,Direct Seller,bellahalli,560066.0,13.0
Bangalore,2024.0,Mahindra,Bolero,B6,11542.0,Diesel,Manual,KA-03,1080000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2019.0,Maruti Suzuki,Ciaz,ALPHA 1.5 SHVS PETROL,51389.0,Petrol,Manual,KA-01,715000.0,Mass Market,Direct Seller,bellahalli,560066.0,7.0
Bangalore,2022.0,Maruti Suzuki,Swift,VXI,70904.0,Petrol,Manual,KA-50,675000.0,Mass Market,Direct Seller,bellahalli,560064.0,4.0
Bangalore,2021.0,Honda,City,1.5L I-VTEC V MT 4TH GEN,17383.0,Petrol,Manual,KA-50,934000.0,Mass Market,Direct Seller,bellahalli,560064.0,5.0
Bangalore,2023.0,Skoda,SLAVIA,STYLE 1.0L TSI AT,54621.0,Petrol,Automatic,KA-01,1250000.0,Mass Market,Direct Seller,bellahalli,560066.0,3.0
Bangalore,2022.0,Skoda,SLAVIA,STYLE 1.5L TSI MT,28732.0,Petrol,Manual,KA-53,1390000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2018.0,Ford,Ecosport,TITANIUM 1.5L DIESEL,50029.0,Diesel,Manual,KA-03,815000.0,Mass Market,Direct Seller,bellahalli,560066.0,8.0
Bangalore,2008.0,Hyundai,Santro Xing,GLS AT,92188.0,Petrol,Automatic,KA-51,110000.0,Mass Market,Direct Seller,bellahalli,560066.0,18.0
Bangalore,2025.0,Hyundai,EXTER,SX 1.2 AMT Knight Edition,1829.0,Petrol,Automatic,KA-04,980000.0,Mass Market,Direct Seller,bellahalli,560066.0,1.0
Bangalore,2021.0,Ford,FREESTYLE,TITANIUM PLUS 1.5 DIESEL,42824.0,Diesel,Manual,OD-14,650000.0,Mass Market,Direct Seller,btm 1st stage,Unknown,5.0
Bangalore,2024.0,Maruti Suzuki,Swift,VXi (O) AMT,13520.0,Petrol,Automatic,KA-05,760000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2018.0,Hyundai,Verna,1.6 VTVT SX (O) AT,69623.0,Petrol,Automatic,KA-20,650000.0,Mass Market,Direct Seller,bellahalli,560064.0,8.0
Bangalore,2023.0,Hyundai,NEW I20,SPORTZ 1.2 MT,28041.0,Petrol,Manual,KA-51,720000.0,Mass Market,Direct Seller,bellahalli,560066.0,3.0
Bangalore,2019.0,Ford,Ecosport,TITANIUM 1.5L PETROL,79102.0,Petrol,Manual,KA-01,630000.0,Mass Market,Direct Seller,bellahalli,560066.0,7.0
Bangalore,2025.0,Hyundai,EXTER,SX 1.2 AMT,9932.0,Petrol,Automatic,KA-05,850000.0,Mass Market,Direct Seller,bellahalli,560066.0,1.0
Bangalore,2017.0,Nissan,Micra,XV CVT,10558.0,Petrol,Automatic,KA-03,462326.0,Mass Market,Direct Seller,bellahalli,560066.0,9.0
Bangalore,2014.0,Chevrolet,Cruze,LTZ,98692.0,Diesel,Manual,KA-01,415000.0,Mass Market,Direct Seller,bellahalli,560066.0,12.0
Bangalore,2017.0,Maruti Suzuki,Swift,VXI,95272.0,Petrol,Manual,KA-04,480510.0,Mass Market,Direct Seller,bellahalli,560066.0,9.0
Bangalore,2018.0,Volkswagen,Polo,HIGHLINE PLUS 1.0 16 ALLOY,27881.0,Petrol,Manual,TN-22,580000.0,Mass Market,Direct Seller,brookefield,560004.0,8.0
Bangalore,2022.0,Maruti Suzuki,Baleno,ALPHA 1.2 AGS,42094.0,Petrol,Automatic,KA-03,850000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2025.0,Hyundai,VENUE,S 1.2,15279.0,Petrol,Manual,KA-51,920000.0,Mass Market,Direct Seller,bellahalli,560066.0,1.0
Bangalore,2022.0,Maruti Suzuki,S Cross,ZETA 1.5,11284.0,Petrol,Manual,KA-41,960000.0,Mass Market,Direct Seller,bellahalli,560066.0,4.0
Bangalore,2017.0,Maruti Suzuki,Baleno,ALPHA PETROL 1.2,125071.0,Petrol,Manual,AP-16,440000.0,Mass Market,Direct Seller,3rd floor ananda nilaya,Unknown,9.0
Bangalore,2014.0,Maruti Suzuki,Wagon R 1.0,VXI,45897.0,Petrol,Manual,WB-06,221000.0,Mass Market,Direct Seller,vega city mall,560076.0,12.0
Bangalore,2018.0,Mahindra,KUV 100 NXT,K8 P 6 STR,51258.0,Petrol,Manual,KA-05,450000.0,Mass Market,Direct Seller,bellahalli,560066.0,8.0
Bangalore,2016.0,Hyundai,Eon,ERA +,45531.0,Petrol,Manual,KA-53,275000.0,Mass Market,Direct Seller,bellahalli,560066.0,10.0
Bangalore,2023.0,Renault,Kiger,RXZ TURBO CVT,13110.0,Petrol,Automatic,KA-01,800000.0,Mass Market,Direct Seller,bellahalli,560066.0,3.0
Bangalore,2021.0,Kia,SELTOS,HTK PLUS 1.5 DIESEL,73572.0,Diesel,Manual,KA-50,980000.0,Mass Market,Direct Seller,bellahalli,560064.0,5.0
Bangalore,2017.0,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,47076.0,Petrol,Manual,KA-50,500000.0,Mass Market,Direct Seller,bellahalli,560064.0,9.0
Bangalore,2020.0,Toyota,Glanza,G,52004.0,Petrol,Manual,KA-03,635000.0,Mass Market,Direct Seller,bellahalli,560066.0,6.0
Bangalore,2015.0,Hyundai,Eon,ERA +,93579.0,Petrol,Manual,KA-03,206000.0,Mass Market,Direct Seller,bellahalli,560066.0,11.0
Bangalore,2015.0,Maruti Suzuki,Swift,VXI,53813.0,Petrol,Manual,KA-51,375000.0,Mass Market,Direct Seller,bellahalli,560066.0,11.0
Bangalore,2024.0,Mahindra,Thar,LX P 2WD AT HT,12418.0,Petrol,Automatic,KA-02,1380000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2017.0,Maruti Suzuki,Baleno,ALPHA PETROL 1.2,107506.0,Petrol,Manual,KA-05,610000.0,Mass Market,Direct Seller,bellahalli,560066.0,9.0
Bangalore,2023.0,Renault,Kwid,RXL 1.0 (O),6950.0,Petrol,Manual,KA-03,460000.0,Mass Market,Direct Seller,bellahalli,560066.0,3.0
Bangalore,2013.0,Chevrolet,Sail,1.2 BASE,62783.0,Petrol,Manual,AP-28,155000.0,Mass Market,Direct Seller,bellandur,560103.0,13.0
Bangalore,2021.0,Tata,NEXON,XMA PETROL,39926.0,Petrol,Automatic,KA-01,780000.0,Mass Market,Direct Seller,bellahalli,560066.0,5.0
Bangalore,2019.0,Ford,Ecosport,TITANIUM + 1.5L PETROL AT,25208.0,Petrol,Automatic,KA-05,900000.0,Mass Market,Direct Seller,bellahalli,560066.0,7.0
Bangalore,2008.0,Toyota,Corolla Altis,G AT PETROL,84287.0,Petrol,Automatic,KA-01,245000.0,Mass Market,Direct Seller,bellahalli,560066.0,18.0
Bangalore,2014.0,Ford,Ecosport,TITANIUM 1.5L PETROL AT,118994.0,Petrol,Automatic,KA-03,340000.0,Mass Market,Direct Seller,bellahalli,560066.0,12.0
Bangalore,2024.0,Maruti Suzuki,New Wagon-R,ZXI 1.2,23228.0,Petrol,Manual,KA-41,635000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2013.0,Hyundai,i20,SPORTZ 1.2,79402.0,Petrol,Manual,KA-51,400000.0,Mass Market,Direct Seller,bellahalli,560066.0,13.0
Bangalore,2013.0,Honda,Amaze,1.2L I-VTEC S,68359.0,Petrol,Manual,KA-51,320000.0,Mass Market,Direct Seller,bellahalli,560066.0,13.0
Bangalore,2012.0,Maruti Suzuki,A Star,VXI (ABS) AT,41952.0,Petrol,Automatic,KA-41,217000.0,Mass Market,Direct Seller,bellahalli,560066.0,14.0
Bangalore,2024.0,Maruti Suzuki,Swift,VXI,10204.0,Petrol,Manual,KA-51,660000.0,Mass Market,S1 Owned,bellahalli,560066.0,2.0
Bangalore,2015.0,Maruti Suzuki,Swift Dzire,ZXI,71348.0,Petrol,Manual,KA-01,434000.0,Mass Market,S1 Owned,bellahalli,560066.0,11.0
Bangalore,2021.0,Tata,ALTROZ,XE PETROL,32631.0,Petrol,Manual,KA-09,477168.0,Mass Market,S1 Owned,vega city mall,560066.0,5.0
Bangalore,2016.0,Hyundai,Creta,SX PLUS 1.6 PETROL,64333.0,Petrol,Manual,KA-53,645000.0,Mass Market,S1 Owned,bellahalli,560066.0,10.0
Bangalore,2019.0,Hyundai,Elite i20,ASTA 1.2 (O),61986.0,Petrol,Manual,KA-19,539000.0,Mass Market,S1 Owned,bellahalli,560064.0,7.0
