city,year,make,model,trim,odometer,fuel,trans,rto,price,segment,seller type,locality,pincode,age
Bangalore,2014.0,Honda,City,1.5L I-VTEC VX CVT,143389.0,Petrol,Automatic,KA-04,529000.0,Mass Market,Direct Seller,j p nagar,560078.0,12.0
Bangalore,2019.0,Renault,Kwid,CLIMBER 1.0 AMT (O),40743.0,Petrol,Automatic,KA-41,360000.0,Mass Market,Direct Seller,kanakapura road,560062.0,7.0
Bangalore,2011.0,Volkswagen,Vento,HIGHLINE 1.6 MPI,123140.0,Petrol,Manual,TN-06,200000.0,Mass Market,Direct Seller,maragondanahalli near rio water plant,560100.0,15.0
Bangalore,2013.0,Honda,Amaze,1.2L I-VTEC VX,93498.0,Petrol,Manual,KA-04,408000.0,Mass Market,Direct Seller,behind manyata tech park,560066.0,13.0
Bangalore,2024.0,Kia,SONET,HTX 1.5 DIESEL MT,30161.0,Diesel,Manual,KA-02,1185000.0,Mass Market,Direct Seller,beside mims beside mims,560066.0,2.0
Bangalore,2016.0,Maruti Suzuki,Celerio,VXI (O),57613.0,Petrol,Manual,KA-51,360000.0,Mass Market,Direct Seller,singasandra,560066.0,10.0
Bangalore,2017.0,Ford,Ecosport,TITANIUM+ 1.5L DIESEL,63751.0,Diesel,Manual,KA-51,510000.0,Mass Market,Direct Seller,agrahara main road balaji lake view layout,560066.0,9.0
Bangalore,2022.0,Hyundai,Creta,SX 1.5 PETROL,102993.0,Diesel,Manual,KA-53,924200.0,Mass Market,S1 Owned,gt world mall,560023.0,4.0
Bangalore,2023.0,Jeep,Compass,MODEL S (O) DIESEL 4X4 AT,43239.0,Diesel,Automatic,KA-51,1929000.0,Mass Market,S1 Owned,bellahalli,560064.0,3.0
Bangalore,2015.0,Maruti Suzuki,Swift Dzire,VXI,120376.0,Petrol,Manual,KA-07,368900.0,Mass Market,S1 Owned,bhoruka tech park,560066.0,11.0
Bangalore,2017.0,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,52884.0,Petrol,Manual,KA-04,386100.0,Mass Market,S1 Owned,koramangala,560034.0,9.0
Bangalore,2018.0,Maruti Suzuki,Dzire,ZXI PLUS,68718.0,Petrol,Manual,KA-29,465000.0,Mass Market,S1 Owned,nexus whitefield,560066.0,8.0
Bangalore,2016.0,Hyundai,Elite i20,SPORTZ 1.2,72990.0,Petrol,Manual,KA-03,460777.0,Mass Market,S1 Owned,bellahalli,560064.0,10.0
Bangalore,2019.0,Maruti Suzuki,Swift,ZXI PLUS AMT,81368.0,Petrol,Automatic,KA-12,580000.0,Mass Market,S1 Owned,bellahalli,560064.0,7.0
Bangalore,2019.0,Hyundai,NEW SANTRO,SPORTZ MT,72124.0,Petrol,Manual,KA-20,360000.0,Mass Market,S1 Owned,bellahalli,560064.0,7.0
Bangalore,2017.0,Maruti Suzuki,Celerio,ZXI AMT (O),71861.0,Petrol,Automatic,KA-13,390000.0,Mass Market,S1 Owned,bellahalli,560064.0,9.0
Bangalore,2021.0,Kia,SELTOS,X LINE 1.4 PETROL DCT,75580.0,Petrol,Automatic,KA-03,1146600.0,Mass Market,S1 Owned,bellahalli,560064.0,5.0
Bangalore,2017.0,Renault,Duster,RXL PETROL,57248.0,Petrol,Manual,KA-04,495863.0,Mass Market,S1 Owned,bellahalli,560064.0,9.0
Bangalore,2020.0,Renault,TRIBER,RXE MT,41411.0,Petrol,Manual,KA-22,418768.0,Mass Market,S1 Owned,bellahalli,560064.0,6.0
Bangalore,2019.0,Maruti Suzuki,Baleno,ALPHA PETROL 1.2,48605.0,Petrol,Manual,KA-03,596656.0,Mass Market,S1 Owned,bellahalli,560064.0,7.0
Bangalore,2013.0,Honda,Brio,EX MT,101818.0,Petrol,Manual,KA-03,226761.0,Mass Market,S1 Owned,bellahalli,560064.0,13.0
Bangalore,2023.0,Toyota,Glanza,V AMT,34013.0,Petrol,Automatic,KA-04,680000.0,Mass Market,S1 Owned,gandhi nagar,560009.0,3.0
Bangalore,2017.0,Volkswagen,Polo,TRENDLINE 1.2L PETROL,66148.0,Petrol,Manual,KA-03,460000.0,Mass Market,S1 Owned,yeswanthpur,560022.0,9.0
Bangalore,2020.0,Hyundai,Creta,S 1.5 PETROL,48156.0,Petrol,Manual,KA-03,948000.0,Mass Market,S1 Owned,yeswanthpur,560022.0,6.0
Bangalore,2019.0,Kia,SELTOS,GTX PLUS DCT 1.4 PETROL,71203.0,Petrol,Automatic,KA-04,940000.0,Mass Market,S1 Owned,gandhi nagar,560009.0,7.0
Bangalore,2020.0,MG,HECTOR,SHARP 2.0 DIESEL,96321.0,Diesel,Manual,KA-02,1087895.0,Mass Market,S1 Owned,bellahalli,560064.0,6.0
Bangalore,2016.0,Maruti Suzuki,Baleno,ZETA PETROL 1.2,53192.0,Petrol,Manual,KA-03,530000.0,Mass Market,S1 Owned,gandhi nagar,560009.0,10.0
Bangalore,2020.0,Hyundai,Creta,SX (O) 1.4 TURBO DCT,81686.0,Petrol,Automatic,KA-03,1141991.0,Mass Market,S1 Owned,bellahalli,560064.0,6.0
Bangalore,2018.0,Maruti Suzuki,Baleno,ZETA CVT PETROL 1.2,66305.0,Petrol,Automatic,KA-41,580000.0,Mass Market,S1 Owned,koramangala,560034.0,8.0
Bangalore,2018.0,Honda,City,1.5L I-VTEC VX,82301.0,Petrol,Manual,KA-04,605000.0,Mass Market,S1 Owned,gt world mall,560023.0,8.0
Bangalore,2018.0,Renault,Kwid,RXT 1.0,72750.0,Petrol,Manual,KA-01,299415.0,Mass Market,S1 Owned,bellahalli,560064.0,8.0
Bangalore,2024.0,Maruti Suzuki,Ertiga,VXi (O),63647.0,Petrol,Manual,KA-51,867905.0,Mass Market,S1 Owned,bellahalli,560064.0,2.0
Bangalore,2018.0,Hyundai,Grand i10,SPORTZ AT 1.2 KAPPA VTVT,39170.0,Petrol,Automatic,KA-01,449439.0,Mass Market,S1 Owned,bellahalli,560064.0,8.0
Bangalore,2019.0,Hyundai,Verna,1.6 VTVT SX,52813.0,Petrol,Manual,KA-51,690000.0,Mass Market,S1 Owned,bellahalli,560064.0,7.0
Bangalore,2014.0,Maruti Suzuki,Swift,ZXI,94274.0,Petrol,Manual,KA-41,359469.0,Mass Market,S1 Owned,gt world mall,560023.0,12.0
Bangalore,2013.0,Honda,City,1.5L I-VTEC V MT,70561.0,Petrol,Manual,KA-01,365038.0,Mass Market,S1 Owned,bellahalli,560064.0,13.0
Bangalore,2015.0,Ford,Ecosport,AMBIENTE 1.5L DIESEL,131793.0,Diesel,Manual,KA-05,391024.0,Mass Market,S1 Owned,bellahalli,560064.0,11.0
Bangalore,2020.0,Tata,Tiago,XZ PLUS PETROL,50265.0,Petrol,Manual,KA-01,425000.0,Mass Market,S1 Owned,bellahalli,560064.0,6.0
Bangalore,2023.0,Tata,NEXON,FEARLESS + SUNROOF AMT DUAL TONE 1.5 DIESEL,95761.0,Diesel,Automatic,KA-51,1148893.0,Mass Market,S1 Owned,bellahalli,560064.0,3.0
Bangalore,2017.0,Hyundai,Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,90452.0,Petrol,Manual,KA-51,415000.0,Mass Market,S1 Owned,bellahalli,560064.0,9.0
Bangalore,2021.0,Tata,NEXON,XZ PLUS DIESEL SUNROOF,106442.0,Diesel,Manual,KA-03,911676.0,Mass Market,S1 Owned,bellahalli,560064.0,5.0
Bangalore,2020.0,Tata,Tiago,XZA PLUS PETROL,62785.0,Petrol,Automatic,KA-41,497147.0,Mass Market,S1 Owned,bellahalli,560064.0,6.0
Bangalore,2013.0,Maruti Suzuki,Swift Dzire,VXI,86981.0,Petrol,Manual,KA-01,280000.0,Mass Market,S1 Owned,bellahalli,560064.0,13.0
Bangalore,2019.0,Mahindra,XUV300,W4 1.2 PETROL,76449.0,Petrol,Manual,KA-05,501500.0,Mass Market,S1 Owned,bellahalli,560064.0,7.0
Bangalore,2018.0,Volkswagen,Vento,1.2 TSI HIGHLINE PLUS AT,87680.0,Petrol,Automatic,KA-05,498000.0,Mass Market,S1 Owned,yeswanthpur,560022.0,8.0
Bangalore,2015.0,Honda,Amaze,1.2L I-VTEC VX,49712.0,Petrol,Manual,KA-51,365000.0,Mass Market,S1 Owned,bellahalli,560064.0,11.0
Bangalore,2019.0,Maruti Suzuki,Celerio,ZXI AMT,58886.0,Petrol,Automatic,KA-41,372959.0,Mass Market,S1 Owned,gt world mall,560023.0,7.0
Bangalore,2023.0,Kia,SELTOS,HTX PLUS 1.5 DIESEL,33844.0,Diesel,Manual,KA-41,1379990.0,Mass Market,S1 Owned,gt world mall,560023.0,3.0
Bangalore,2023.0,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,7901.0,Petrol,Manual,KA-01,590299.0,Mass Market,S1 Owned,bhoruka tech park,560066.0,3.0
Bangalore,2021.0,Maruti Suzuki,Ciaz,ALPHA AT 1.5 SHVS PETROL,62799.0,Petrol,Automatic,KA-01,770000.0,Mass Market,S1 Owned,bellahalli,560064.0,5.0
Bangalore,2016.0,Tata,Tiago,XT PETROL,60256.0,Petrol,Manual,KA-03,267430.0,Mass Market,S1 Owned,bellahalli,560064.0,10.0
Bangalore,2014.0,Hyundai,Grand i10,SPORTZ AT 1.2 KAPPA VTVT,75396.0,Petrol,Automatic,KA-04,315300.0,Mass Market,S1 Owned,bellahalli,560064.0,12.0
Bangalore,2019.0,Maruti Suzuki,Ciaz,ALPHA AT 1.5 SHVS PETROL,27453.0,Petrol,Automatic,KA-05,761887.0,Mass Market,S1 Owned,bellahalli,560064.0,7.0
Bangalore,2018.0,Tata,Tiago,XZA PETROL,81226.0,Petrol,Automatic,KA-01,355611.0,Mass Market,S1 Owned,gt world mall,560023.0,8.0
Bangalore,2021.0,Maruti Suzuki,Eeco,7 STR STD(O),64778.0,Petrol,Manual,KA-02,492061.0,Mass Market,S1 Owned,bellahalli,560064.0,5.0
Bangalore,2022.0,Renault,Kiger,RXZ MT,20291.0,Petrol,Manual,KA-05,560000.0,Mass Market,S1 Owned,yeswanthpur,560022.0,4.0
Bangalore,2023.0,Kia,SONET,GTX PLUS 1.5 AT,56351.0,Diesel,Automatic,KA-05,1086022.0,Mass Market,S1 Owned,koramangala,560034.0,3.0
Bangalore,2023.0,Mahindra,XUV300,W8 (O) 1.2 PETROL AMT,12571.0,Petrol,Automatic,KA-50,905000.0,Mass Market,S1 Owned,bellahalli,560064.0,3.0
Bangalore,2020.0,Maruti Suzuki,S PRESSO,VXI PLUS AMT,34517.0,Petrol,Automatic,KA-51,376853.0,Mass Market,S1 Owned,gandhi nagar,560009.0,6.0
Bangalore,2018.0,Maruti Suzuki,Wagon R 1.0,VXI,45234.0,Petrol,Manual,KA-06,360000.0,Mass Market,S1 Owned,bellahalli,560064.0,8.0
Bangalore,2024.0,Kia,SONET,HTX PLUS 1.0 TURBO PETROL IMT,16306.0,Petrol,Manual,KA-51,1040000.0,Mass Market,S1 Owned,bellahalli,560064.0,2.0
Bangalore,2023.0,Renault,TRIBER,RXZ AMT,15606.0,Petrol,Automatic,KA-05,550000.0,Mass Market,S1 Owned,bellahalli,560064.0,3.0
Bangalore,2015.0,Ford,Figo Aspire,TITANIUM1.5 DIESEL,93744.0,Diesel,Manual,KA-03,374063.0,Mass Market,S1 Owned,bellahalli,560064.0,11.0
Bangalore,2013.0,Hyundai,i20,MAGNA 1.2,82530.0,Petrol,Manual,KA-04,315822.0,Mass Market,S1 Owned,bellahalli,560064.0,13.0
Bangalore,2015.0,Renault,Pulse,RXL DIESEL,66402.0,Diesel,Manual,KA-41,345862.0,Mass Market,S1 Owned,bellahalli,560064.0,11.0
Bangalore,2015.0,Honda,Jazz,1.2L I-VTEC V AT,77421.0,Petrol,Automatic,KA-51,356760.0,Mass Market,S1 Owned,bhoruka tech park,560066.0,11.0
Bangalore,2013.0,Hyundai,i20,ASTA 1.2,90709.0,Petrol,Manual,KA-51,305000.0,Mass Market,S1 Owned,bellahalli,560064.0,13.0
Bangalore,2021.0,Mahindra,XUV300,W8 (O) 1.5 DIESEL,85655.0,Diesel,Manual,KA-36,809000.0,Mass Market,S1 Owned,bellahalli,560064.0,5.0
Bangalore,2016.0,Renault,Pulse,RXZ DIESEL,120232.0,Diesel,Manual,KA-06,260000.0,Mass Market,S1 Owned,bhoruka tech park,560066.0,10.0
Bangalore,2021.0,Hyundai,New Elantra,2.0 SX MT PETROL,64083.0,Petrol,Manual,KA-01,909000.0,Mass Market,S1 Owned,gt world mall,560023.0,5.0
Bangalore,2018.0,Maruti Suzuki,Wagon R 1.0,VXI AMT,83597.0,Petrol,Automatic,KA-50,369831.0,Mass Market,S1 Owned,gandhi nagar,560009.0,8.0
Bangalore,2022.0,Mahindra,BOLERO NEO,N 10 (O),15105.0,Diesel,Manual,KA-51,949389.0,Mass Market,S1 Owned,nexus whitefield,560066.0,4.0
Bangalore,2025.0,Kia,SYROS,HTX 1.5 Diesel 6MT,8589.0,Diesel,Manual,KA-03,1090000.0,Mass Market,S1 Owned,gandhi nagar,560009.0,1.0
Bangalore,2019.0,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,68190.0,Petrol,Manual,KA-20,426111.0,Mass Market,S1 Owned,bellahalli,560064.0,7.0
Bangalore,2025.0,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,4343.0,Petrol,Manual,KA-67,681828.0,Mass Market,S1 Owned,bellahalli,560064.0,1.0
Bangalore,2020.0,Ford,Ecosport,TITANIUM 1.5L PETROL,64301.0,Petrol,Manual,KA-01,698925.0,Mass Market,S1 Owned,gt world mall,560023.0,6.0
Bangalore,2018.0,Maruti Suzuki,S Cross,ZETA 1.3,39069.0,Diesel,Manual,KA-04,750338.0,Mass Market,S1 Owned,bellahalli,560064.0,8.0
Bangalore,2017.0,Maruti Suzuki,Celerio,ZXI AMT (O),20650.0,Petrol,Automatic,KA-51,380538.0,Mass Market,S1 Owned,bellahalli,560064.0,9.0
Bangalore,2017.0,Honda,Jazz,1.2L I-VTEC V AT,98571.0,Petrol,Automatic,KA-03,466775.0,Mass Market,S1 Owned,bellahalli,560064.0,9.0
Bangalore,2019.0,Maruti Suzuki,Swift,ZDI PLUS,91172.0,Diesel,Manual,KA-59,725459.0,Mass Market,S1 Owned,bellahalli,560064.0,7.0
Bangalore,2016.0,Maruti Suzuki,Baleno,DELTA CVT PETROL 1.2,68317.0,Petrol,Automatic,KA-05,450000.0,Mass Market,Direct Seller,ramashariya 3rd cross bhuvana enclave,560066.0,10.0
Bangalore,2016.0,Maruti Suzuki,Celerio,VXI (O),57613.0,Petrol,Manual,KA-51,350000.0,Mass Market,Direct Seller,singasandra,560066.0,10.0
Bangalore,2017.0,Tata,Tiago,XZ DIESEL,76585.0,Diesel,Manual,KA-41,390000.0,Mass Market,Direct Seller,smv layout,560066.0,9.0
Bangalore,2019.0,Renault,Kwid,CLIMBER 1.0 AMT (O),40743.0,Petrol,Automatic,KA-41,350000.0,Mass Market,Direct Seller,kanakapura road,560062.0,7.0
Bangalore,2010.0,Hyundai,i20,ASTA 1.2,75401.0,Petrol,Manual,KA-01,243000.0,Mass Market,Direct Seller,mallathahalli,560066.0,16.0
Bangalore,2019.0,Kia,SELTOS,HTX 1.5 DIESEL,70437.0,Diesel,Manual,KA-05,1197000.0,Mass Market,Direct Seller,address sudhakara shettyno 117 1 a poornima nivas 5 th cross1 st block east jayanagarbairasandra main road near chitramala apartment,560066.0,7.0
Bangalore,2011.0,Skoda,Fabia,ELEGANCE 1.2 MPI,61154.0,Petrol,Manual,KA-01,210000.0,Mass Market,Direct Seller,whitefield,560066.0,15.0
Bangalore,2014.0,Hyundai,i20,SPORTZ 1.2,73790.0,Petrol,Manual,KA-05,395000.0,Mass Market,Direct Seller,akshayanagar,560066.0,12.0
Bangalore,2017.0,Ford,Ecosport,TITANIUM+ 1.5L DIESEL,92693.0,Diesel,Manual,KA-04,625000.0,Mass Market,Direct Seller,nandini layout,560066.0,9.0
Bangalore,2022.0,MG,ASTOR,SHARP EX 1.5 MT,28793.0,Petrol,Manual,KA-05,1100000.0,Mass Market,Direct Seller,26 opposite avalahalli bda park,560066.0,4.0
Bangalore,2023.0,Maruti Suzuki,Baleno,DELTA PETROL 1.2,18023.0,Petrol,Manual,KA-03,750000.0,Mass Market,Direct Seller,landmark nandini milk parlour,560066.0,3.0
Bangalore,2018.0,Maruti Suzuki,Baleno,ALPHA DIESEL 1.3,110188.0,Diesel,Manual,KA-51,600000.0,Mass Market,Direct Seller,nisarga layout nisarga layout bukkasagara,560066.0,8.0
Bangalore,2012.0,Tata,Indica EV2,LE,115523.0,Diesel,Manual,KA-15,86000.0,Mass Market,Direct Seller,hosakerehalli,560103.0,14.0
Bangalore,2020.0,Tata,NEXON,XZ PETROL,109582.0,Petrol,Manual,KA-25,604000.0,Mass Market,Direct Seller,kalyan nagar,560043.0,6.0
Bangalore,2022.0,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,43703.0,Petrol,Manual,KA-53,623000.0,Mass Market,Direct Seller,hongasandra,560066.0,4.0
Bangalore,2020.0,Tata,NEXON,XZ PLUS PETROL,53911.0,Petrol,Manual,KA-51,700000.0,Mass Market,Direct Seller,hongasandra near venkateshwar swami temple,560066.0,6.0
Bangalore,2015.0,Maruti Suzuki,Ertiga,ZDI,71216.0,Diesel,Manual,KA-04,530000.0,Mass Market,Direct Seller,yeswanthpur,560022.0,11.0
Bangalore,2020.0,Mahindra,XUV300,W4 1.2 PETROL,46264.0,Petrol,Manual,KA-51,625000.0,Mass Market,Direct Seller,mj lifestyle astro chikkanagamangala,560066.0,6.0
Bangalore,2013.0,Maruti Suzuki,Ritz,VXI,46018.0,Petrol,Manual,KA-50,320000.0,Mass Market,Direct Seller,yelahanka,560064.0,13.0
Bangalore,2019.0,Maruti Suzuki,IGNIS,ZETA 1.2,146751.0,Petrol,Manual,KA-04,460000.0,Mass Market,Direct Seller,sampigehalli,560066.0,7.0
Bangalore,2022.0,Tata,NEXON,XM SUNROOF DIESEL,15401.0,Diesel,Manual,KA-41,935000.0,Mass Market,Direct Seller,jnana ganga nagar,560066.0,4.0
Bangalore,2023.0,Kia,SONET,HTK PLUS 1.2,35300.0,Petrol,Manual,KA-02,890000.0,Mass Market,Direct Seller,subramanyapura,560066.0,3.0
Bangalore,2024.0,Tata,NEXON,FEARLESS + SUNROOF DCA DUAL TONE 1.2 PETROL,20000.0,Petrol,Automatic,KA-02,1389000.0,Mass Market,Direct Seller,housing board khb colony,560066.0,2.0
Bangalore,2017.0,Volkswagen,Vento,HIGHLINE PETROL AT,77100.0,Petrol,Automatic,KA-01,650000.0,Mass Market,Direct Seller,landmark opp little elly school,560066.0,9.0
Bangalore,2022.0,Maruti Suzuki,BREZZA,VXI SMART HYBRID,33253.0,Petrol,Manual,KA-05,932000.0,Mass Market,Direct Seller,ka,560066.0,4.0
Bangalore,2014.0,Nissan,Terrano,XV D THP 110 PS,115528.0,Diesel,Manual,KA-53,448000.0,Mass Market,Direct Seller,hsr layout,560102.0,12.0
Bangalore,2022.0,Kia,CARENS,PRESTIGE PLUS 1.4 PETROL 7 STR,15863.0,Petrol,Manual,KA-02,1133172.0,Mass Market,Direct Seller,sharadambha,560066.0,4.0
Bangalore,2011.0,Ford,Fiesta Classic,CLXI 1.6 PETROL,98854.0,Petrol,Manual,KA-25,130000.0,Mass Market,Direct Seller,kittur channamma park kittur channamma park,560066.0,15.0
Bangalore,2018.0,Maruti Suzuki,Vitara Brezza,ZDI AMT,97753.0,Diesel,Automatic,KA-51,720000.0,Mass Market,Direct Seller,elen transports no 5 3rd main road madiwala new extension karnat aka,560066.0,8.0
Bangalore,2019.0,Maruti Suzuki,Ciaz,ALPHA DIESEL 1.5,111432.0,Diesel,Manual,KA-04,637000.0,Mass Market,Direct Seller,bellahalli,560066.0,7.0
Bangalore,2021.0,Renault,Kwid,CLIMBER 1.0 AMT (O),51411.0,Petrol,Automatic,KA-53,480000.0,Mass Market,Direct Seller,irv brigade centre irv brigade centre,560066.0,5.0
Bangalore,2011.0,Skoda,Yeti,AMBITION 2.0 TDI CR 4X2,156249.0,Diesel,Manual,KA-01,455000.0,Mass Market,Direct Seller,kalasipalya,560066.0,15.0
Bangalore,2020.0,Kia,SONET,HTX 1.0 IMT,34738.0,Petrol,Manual,TN-01,730000.0,Mass Market,Direct Seller,flat no 1i wing a rbd stillwaters apartments silver county road 5600 68 in,Unknown,6.0
Bangalore,2024.0,Tata,PUNCH,CREATIVE AMT 1.2 RTN DUAL TONE,65438.0,Petrol,Automatic,KA-53,970000.0,Mass Market,Direct Seller,bellahalli,560066.0,2.0
Bangalore,2021.0,MG,HECTOR,SHARP 1.5 DCT PETROL,36987.0,Petrol,Automatic,KA-03,1642355.0,Mass Market,Direct Seller,hsr layout,560102.0,5.0
Bangalore,2022.0,Mahindra,XUV300,W8 (O) 1.5 DIESEL,39432.0,Diesel,Manual,KA-01,1090000.0,Mass Market,Direct Seller,slv castle mine slv castle mine katamnallur,560066.0,4.0
Bangalore,2014.0,Volkswagen,Polo,COMFORTLINE 1.5L,84134.0,Diesel,Manual,KA-02,340000.0,Mass Market,Direct Seller,pandur anganagara bannergatta roadfortis,560066.0,12.0
Bangalore,2017.0,Honda,City,1.5L I-VTEC ZX CVT,97893.0,Petrol,Automatic,KA-03,650000.0,Mass Market,Direct Seller,shivaji nagar division,560066.0,9.0
Bangalore,2016.0,Tata,Tiago,XZ PETROL,59548.0,Petrol,Manual,KA-05,350000.0,Mass Market,Direct Seller,milk colony 5th cross malleshwarm milk colony 5th cross malleshwarm,560066.0,10.0
Bangalore,2012.0,Maruti Suzuki,Ertiga,ZDI,201233.0,Diesel,Manual,KA-04,450000.0,Mass Market,Direct Seller,chandra layout,560066.0,14.0
Bangalore,2013.0,Mercedes-Benz,C Class,C 220 CDI Avantagarde,55133.0,Diesel,Automatic,KA-03,890000.0,Luxury,Direct Seller,bellahalli,560066.0,13.0
Bangalore,2020.0,Kia,SONET,GTX PLUS 1.5 AT,71588.0,Diesel,Automatic,KA-01,971000.0,Mass Market,Direct Seller,banashankari,560070.0,6.0
Bangalore,2019.0,Tata,NEXON,XMA DIESEL,85711.0,Diesel,Automatic,KA-01,675000.0,Mass Market,Direct Seller,ahad serenity choodasandra,560066.0,7.0
Bangalore,2014.0,Renault,Duster,RXE PETROL,99176.0,Petrol,Manual,KA-01,395200.0,Mass Market,Direct Seller,trifecta joli apartments trifecta joli apartments kodathi jhc,560066.0,12.0
Bangalore,2016.0,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,134389.0,Petrol,Manual,KA-51,445000.0,Mass Market,Direct Seller,bannerghatta main rd hulimavu,560066.0,10.0
Bangalore,2012.0,Hyundai,i20,SPORTZ 1.2,95102.0,Petrol,Manual,KA-01,210000.0,Mass Market,Direct Seller,raghavendra layout hz zoom motor,560066.0,14.0
Bangalore,2017.0,Hyundai,Creta,SX PLUS AT 1.6 PETROL,79136.0,Petrol,Automatic,KA-05,750535.0,Mass Market,S1 Owned,gandhi nagar,560009.0,9.0
Bangalore,2017.0,Maruti Suzuki,Baleno,ZETA PETROL 1.2,61040.0,Petrol,Manual,KA-03,515028.0,Mass Market,S1 Owned,gt world mall,560023.0,9.0
Bangalore,2018.0,Maruti Suzuki,Dzire,ZXI PLUS,62350.0,Petrol,Manual,KA-05,540783.0,Mass Market,S1 Owned,gandhi nagar,560009.0,8.0
Bangalore,2014.0,Volkswagen,Polo,HIGHLINE1.2L,77857.0,Petrol,Manual,KA-03,400360.0,Mass Market,S1 Owned,gt world mall,560023.0,12.0
Bangalore,2018.0,Maruti Suzuki,Dzire,ZXI PLUS,68718.0,Petrol,Manual,KA-29,460000.0,Mass Market,S1 Owned,nexus whitefield,560066.0,8.0
Bangalore,2018.0,Renault,Kwid,RXL,74196.0,Petrol,Manual,KA-09,242822.0,Mass Market,S1 Owned,bhoruka tech park,560066.0,8.0
Bangalore,2013.0,Maruti Suzuki,Alto K10,VXI,61698.0,Petrol,Manual,KA-19,191996.0,Mass Market,S1 Owned,bhoruka tech park,560066.0,13.0
Bangalore,2018.0,Honda,Jazz,1.2L I-VTEC V,72397.0,Petrol,Manual,KA-20,418074.0,Mass Market,S1 Owned,bellahalli,560064.0,8.0
Bangalore,2014.0,Hyundai,Eon,ERA +,57877.0,Petrol,Manual,KA-20,168000.0,Mass Market,S1 Owned,bellahalli,560064.0,12.0
Bangalore,2022.0,Tata,NEXON,XMA SUNROOF PETROL,43202.0,Petrol,Automatic,KA-03,694000.0,Mass Market,S1 Owned,gt world mall,560023.0,4.0
Bangalore,2023.0,Renault,Kwid,RXT 1.0 AMT,21504.0,Petrol,Automatic,KA-03,422600.0,Mass Market,S1 Owned,bhoruka tech park,560066.0,3.0
Bangalore,2016.0,Maruti Suzuki,Baleno,ZETA PETROL 1.2,46078.0,Petrol,Manual,KA-53,504900.0,Mass Market,S1 Owned,bellahalli,560064.0,10.0
Bangalore,2020.0,Hyundai,GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,55380.0,Petrol,Automatic,KA-13,509631.0,Mass Market,S1 Owned,yeswanthpur,560022.0,6.0
Bangalore,2022.0,Maruti Suzuki,Celerio,ZXI PLUS AGS,35855.0,Petrol,Automatic,KA-51,514208.0,Mass Market,S1 Owned,bellahalli,560064.0,4.0
Bangalore,2019.0,Maruti Suzuki,Swift,ZXI PLUS AMT,81368.0,Petrol,Automatic,KA-12,574200.0,Mass Market,S1 Owned,bellahalli,560064.0,7.0
Bangalore,2021.0,Maruti Suzuki,Swift,VXI,52040.0,CNG,Manual,KA-51,548700.0,Mass Market,S1 Owned,bhoruka tech park,560066.0,5.0
Bangalore,2021.0,Mahindra,XUV300,W6 1.2 PETROL,51283.0,Petrol,Manual,KA-06,630700.0,Mass Market,S1 Owned,bellahalli,560064.0,5.0
Bangalore,2017.0,Hyundai,Creta,SX PLUS AT 1.6 PETROL,66146.0,Petrol,Automatic,KA-04,736500.0,Mass Market,S1 Owned,nexus whitefield,560066.0,9.0
Bangalore,2018.0,Hyundai,Elite i20,ASTA 1.2 CVT,69853.0,Petrol,Automatic,KA-02,575300.0,Mass Market,S1 Owned,bellahalli,560064.0,8.0
Bangalore,2023.0,Nissan,MAGNITE,XV PREMIUM TURBO,55742.0,Petrol,Manual,KA-25,633763.0,Mass Market,S1 Owned,bhoruka tech park,560066.0,3.0
Bangalore,2017.0,Renault,Kwid,RXT 1.0,67078.0,Petrol,Manual,KA-20,251600.0,Mass Market,S1 Owned,nexus whitefield,560066.0,9.0
Bangalore,2021.0,Datsun,Redi Go,T(O) 1.0,44014.0,Petrol,Manual,KA-01,287480.0,Mass Market,S1 Owned,gandhi nagar,560009.0,5.0
Bangalore,2021.0,MG,HECTOR,SHARP 1.5 DCT PETROL,50689.0,Petrol,Automatic,KA-51,1069200.0,Mass Market,S1 Owned,gandhi nagar,560009.0,5.0
Bangalore,2016.0,Maruti Suzuki,Baleno,DELTA CVT PETROL 1.2,66700.0,Petrol,Automatic,KA-25,440913.0,Mass Market,S1 Owned,bellahalli,560064.0,10.0
Bangalore,2019.0,Maruti Suzuki,Dzire,ZXI PLUS,74220.0,Petrol,Manual,KA-05,473700.0,Mass Market,S1 Owned,koramangala,560034.0,7.0
Bangalore,2017.0,Renault,Kwid,RXT 1.0,53354.0,Petrol,Manual,KA-19,264843.0,Mass Market,S1 Owned,bhoruka tech park,560066.0,9.0
Bangalore,2019.0,Hyundai,NEW SANTRO,SPORTZ MT,72124.0,Petrol,Manual,KA-20,355000.0,Mass Market,S1 Owned,bellahalli,560064.0,7.0
Bangalore,2016.0,Hyundai,Elite i20,SPORTZ 1.2,73712.0,Petrol,Manual,KA-03,424900.0,Mass Market,S1 Owned,nexus whitefield,560066.0,10.0
