brand,model,variant,color,segment_class,fuel_type,transmission,vehicle_age,odometer_reading,km_per_year,owner_count,brand_tier,age_km_interaction,ownership_trust_score,vehicle_health_score,is_high_mileage,seller_type,inspected,selling_price,year
maruti suzuki,dzire,zxi plus amt,unknown,economy,petrol,automatic,6,67414.0,11235.7,1,1,404484.0,100,75.3,0,dealer,0,512000.0,2020
ford,ecosport,titanium 1.5l petrol at,unknown,mid,petrol,automatic,12,73109.0,6092.4,1,2,877308.0,100,56.7,0,dealer,0,417000.0,2014
maruti suzuki,alto k10,vxi,unknown,economy,petrol,manual,12,32107.0,2675.6,1,1,385284.0,100,60.8,0,dealer,0,246000.0,2014
tata,nexon,xza plus (o) diesel dark edition,unknown,economy,diesel,automatic,4,38273.0,9568.2,1,1,153092.0,100,84.2,0,dealer,0,950000.0,2022
maruti suzuki,celerio,vxi amt,unknown,economy,petrol,automatic,11,33820.0,3074.5,1,1,372020.0,100,63.6,0,dealer,0,326000.0,2015
tata,nexon,fearless plus s dark,unknown,economy,petrol,manual,2,9028.0,4514.0,1,1,18056.0,100,93.1,0,dealer,0,1205000.0,2024
maruti suzuki,alto k10,vxi (o) amt,unknown,economy,petrol,automatic,7,29516.0,4216.6,1,1,206612.0,100,76.0,0,dealer,0,326000.0,2019
honda,city,1.5l i-dtec vx,unknown,mid,diesel,manual,12,90995.0,7582.9,1,2,1091940.0,100,54.9,0,dealer,0,498000.0,2014
hyundai,venue,sx (o) 1.0 turbo dct,unknown,mid,petrol,automatic,3,19423.0,6474.3,1,2,58269.0,100,89.1,0,dealer,0,995000.0,2023
mahindra,xuv700,ax 5 p at 5 str,unknown,mid,petrol,automatic,4,34044.0,8511.0,1,2,136176.0,100,84.6,0,dealer,0,1460000.0,2022
skoda,rapid,ambition 1.6 mpi mt,unknown,mid,petrol,manual,13,34801.0,2677.0,1,2,452413.0,100,57.5,0,dealer,0,373000.0,2013
maruti suzuki,ertiga,zxi,unknown,economy,petrol,manual,13,70518.0,5424.5,1,1,916734.0,100,53.9,0,dealer,0,466000.0,2013
maruti suzuki,baleno,alpha cvt petrol 1.2,unknown,economy,petrol,automatic,8,132743.0,16592.9,1,1,1061944.0,100,62.7,1,dealer,0,505000.0,2018
tata,tiago,xz petrol,unknown,economy,petrol,manual,8,34341.0,4292.6,1,1,274728.0,100,72.6,0,dealer,0,441000.0,2018
kia,sonet,htk plus 1.0 imt,unknown,mid,petrol,manual,3,64195.0,21398.3,1,2,192585.0,100,84.6,1,dealer,0,790000.0,2023
maruti suzuki,ertiga,zxi,unknown,economy,petrol,manual,10,114883.0,11488.3,1,1,1148830.0,100,58.5,0,dealer,0,624000.0,2016
renault,duster,110 ps rxz 4x2 amt diesel,unknown,economy,diesel,automatic,10,96652.0,9665.2,1,1,966520.0,100,60.3,0,dealer,0,499000.0,2016
hyundai,elite i20,asta 1.4 crdi,unknown,mid,diesel,manual,9,109746.0,12194.0,1,2,987714.0,100,62.0,0,dealer,0,584000.0,2017
maruti suzuki,baleno,delta cvt petrol 1.2,unknown,economy,petrol,automatic,8,96288.0,12036.0,1,1,770304.0,100,66.4,0,dealer,0,507000.0,2018
tata,tiago,xta petrol,unknown,economy,petrol,automatic,1,8571.0,8571.0,1,1,8571.0,100,96.1,0,dealer,0,608000.0,2025
volkswagen,polo,highline plus 1.0,unknown,mid,petrol,manual,6,72305.0,12050.8,1,2,433830.0,100,74.8,0,dealer,0,689000.0,2020
ford,ecosport,titanium + 1.5l diesel,unknown,mid,diesel,manual,9,97865.0,10873.9,1,2,880785.0,100,63.2,0,dealer,0,564000.0,2017
maruti suzuki,dzire,zxi plus amt,unknown,economy,petrol,automatic,8,120617.0,15077.1,1,1,964936.0,100,63.9,1,dealer,0,435000.0,2018
hyundai,grand i10,sportz 1.2 kappa vtvt,unknown,mid,petrol,manual,7,33152.0,4736.0,1,2,232064.0,100,75.7,0,dealer,0,519000.0,2019
maruti suzuki,celerio,vxi amt,unknown,economy,petrol,automatic,11,85826.0,7802.4,1,1,944086.0,100,58.4,0,dealer,0,269000.0,2015
hyundai,venue,sx (o) 1.0 turbo dct,unknown,mid,petrol,automatic,3,34178.0,11392.7,1,2,102534.0,100,87.6,0,dealer,0,939000.0,2023
maruti suzuki,alto k10,vxi (o) amt,unknown,economy,cng,automatic,8,33988.0,4248.5,1,1,271904.0,100,72.6,0,dealer,0,363000.0,2018
honda,city,1.5l i-dtec sv,unknown,mid,diesel,manual,12,88740.0,7395.0,1,2,1064880.0,100,55.1,0,dealer,0,440000.0,2014
maruti suzuki,alto k10,vxi (o) amt,unknown,economy,petrol,automatic,9,33920.0,3768.9,1,1,305280.0,100,69.6,0,dealer,0,258000.0,2017
kia,seltos,gtx (o) 1.4 petrol,unknown,mid,petrol,manual,4,27211.0,6802.8,1,2,108844.0,100,85.3,0,dealer,0,1228000.0,2022
mahindra,xuv700,ax 7 luxury d at 7 str,unknown,mid,diesel,automatic,3,71729.0,23909.7,1,2,215187.0,100,83.8,1,dealer,0,1919000.0,2023
tata,tiago,xza plus petrol,unknown,economy,petrol,automatic,7,29674.0,4239.1,1,1,207718.0,100,76.0,0,dealer,0,470000.0,2019
mahindra,xuv500,w10 at,unknown,mid,diesel,automatic,10,126904.0,12690.4,1,2,1269040.0,100,57.3,0,dealer,0,759000.0,2016
maruti suzuki,baleno,zeta cvt petrol 1.2,unknown,economy,petrol,automatic,9,93016.0,10335.1,1,1,837144.0,100,63.7,0,dealer,0,499000.0,2017
hyundai,elite i20,asta 1.4 crdi,unknown,mid,diesel,manual,8,6987.0,873.4,1,2,55896.0,100,75.3,0,dealer,0,575000.0,2018
maruti suzuki,baleno,alpha cvt petrol 1.2,unknown,economy,petrol,automatic,8,58580.0,7322.5,1,1,468640.0,100,70.1,0,dealer,0,506000.0,2018
hyundai,elite i20,asta (o) cvt,unknown,mid,petrol,automatic,7,128814.0,18402.0,1,2,901698.0,100,66.1,1,dealer,0,477000.0,2019
tata,tiago,xt cng,unknown,economy,cng,manual,3,22125.0,7375.0,1,1,66375.0,100,88.8,0,dealer,0,540000.0,2023
volkswagen,polo,trendline 1.0l,unknown,mid,petrol,manual,7,54266.0,7752.3,1,2,379862.0,100,73.6,0,dealer,0,515000.0,2019
ford,ecosport,titanium 1.5l diesel,unknown,mid,diesel,manual,11,97762.0,8887.5,1,2,1075382.0,100,57.2,0,dealer,0,450000.0,2015
maruti suzuki,dzire,zxi plus amt,unknown,economy,petrol,automatic,4,31351.0,7837.8,1,1,125404.0,100,84.9,0,dealer,0,643000.0,2022
renault,duster,rxe petrol,unknown,economy,petrol,manual,12,147587.0,12298.9,1,1,1771044.0,100,49.2,0,dealer,0,315000.0,2014
