feature,importance
model,35.870565863643506
vehicle_age,29.717448105873785
brand,13.7490615846868
fuel_type,3.832048613520941
odometer_reading,3.6546667080724022
transmission,3.4557740307413978
variant,3.031681983393069
rto,1.5188044389335815
pincode,1.4108530645167485
locality,0.9534354744913013
km_per_year,0.9036464494094799
owner_count,0.870817621471188
certified,0.6087662477378959
color,0.3878762939153645
seller_type,0.03455351959255338
